Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0007229,integrin-mediated signaling pathway,19_GO:0050896 response to stimulus,-5.6,42,13,30230,97,30,4,13,6.2,335|1015|3673|3678,APOA1|CDH17|ITGA2|ITGA5,-1.5,Up
Reactome Gene Sets,6,R-HSA-8964043,Plasma lipoprotein clearance,,-5.2,82,15,30230,37,30,3,10,5.5,335|341|7314,APOA1|APOC1|UBB,-1.5,Up
Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-5.2,32,11,30230,125,30,4,13,6.2,335|3484|3489|7018,APOA1|IGFBP1|IGFBP6|TF,-1.5,Up
GO Biological Processes,19,GO:0002252,immune effector process,19_GO:0002376 immune system process,-5.1,12,8,30230,488,30,6,20,7.3,730|1015|1113|3251|28400|64218,C7|CDH17|CHGA|HPRT1|IGHV4-28|SEMA4A,-1.5,Up
Reactome Gene Sets,6,R-HSA-114608,Platelet degranulation,,-5.1,31,11,30230,129,30,4,13,6.2,335|5004|5919|7018,APOA1|ORM1|RARRES2|TF,-1.5,Up
Reactome Gene Sets,6,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,,-5,30,11,30230,134,30,4,13,6.2,335|5004|5919|7018,APOA1|ORM1|RARRES2|TF,-1.5,Up
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-4.8,16,8.4,30230,318,30,5,17,6.8,2192|3673|3678|5802|169044,FBLN1|ITGA2|ITGA5|PTPRS|COL22A1,-1.4,Up
GO Biological Processes,19,GO:0098609,cell-cell adhesion,19_GO:0009987 cellular process,-4.8,11,7.4,30230,556,30,6,20,7.3,1015|3673|3678|5802|5818|51294,CDH17|ITGA2|ITGA5|PTPRS|NECTIN1|PCDH12,-1.4,Up
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-4.5,9.7,6.9,30230,621,30,6,20,7.3,335|3673|3678|5004|5919|7018,APOA1|ITGA2|ITGA5|ORM1|RARRES2|TF,-1.2,Up
Reactome Gene Sets,6,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",,-4.2,40,11,30230,75,30,3,10,5.5,335|341|7314,APOA1|APOC1|UBB,-0.94,Up
GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-4.2,8.4,6.3,30230,717,30,6,20,7.3,104|1015|3251|5818|7314|64218,ADARB1|CDH17|HPRT1|NECTIN1|UBB|SEMA4A,-0.94,Up
Reactome Gene Sets,6,R-HSA-6806834,Signaling by MET,,-4.2,38,10,30230,79,30,3,10,5.5,3673|7314|10048,ITGA2|UBB|RANBP9,-0.94,Up
GO Biological Processes,19,GO:0014823,response to activity,19_GO:0050896 response to stimulus,-4.2,38,10,30230,80,30,3,10,5.5,3673|3678|5919,ITGA2|ITGA5|RARRES2,-0.94,Up
WikiPathways,27,WP2806,Complement system,,-3.9,32,9.5,30230,95,30,3,10,5.5,335|730|3673,APOA1|C7|ITGA2,-0.85,Up
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-3.9,10,6.5,30230,496,30,5,17,6.8,104|3251|5818|7314|64218,ADARB1|HPRT1|NECTIN1|UBB|SEMA4A,-0.85,Up
GO Biological Processes,19,GO:0021954,central nervous system neuron development,19_GO:0032502 developmental process,-3.9,31,9.4,30230,96,30,3,10,5.5,104|3251|7314,ADARB1|HPRT1|UBB,-0.85,Up
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-3.9,10,6.4,30230,501,30,5,17,6.8,104|3251|5818|7314|64218,ADARB1|HPRT1|NECTIN1|UBB|SEMA4A,-0.85,Up
Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-3.9,15,7.4,30230,262,30,4,13,6.2,335|5004|5919|7018,APOA1|ORM1|RARRES2|TF,-0.85,Up
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-3.9,9.9,6.4,30230,508,30,5,17,6.8,104|3251|5818|7314|64218,ADARB1|HPRT1|NECTIN1|UBB|SEMA4A,-0.85,Up
GO Biological Processes,19,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-3.9,15,7.3,30230,266,30,4,13,6.2,730|3251|28400|64218,C7|HPRT1|IGHV4-28|SEMA4A,-0.85,Up
Canonical Pathways,11,M5884,NABA CORE MATRISOME,,-3.8,15,7.2,30230,275,30,4,13,6.2,2192|3484|3489|169044,FBLN1|IGFBP1|IGFBP6|COL22A1,-0.85,Up
GO Biological Processes,19,GO:0050829,defense response to Gram-negative bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.8,28,8.9,30230,107,30,3,10,5.5,1113|5544|5919,CHGA|PRB3|RARRES2,-0.85,Up
Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-3.8,9.4,6.2,30230,534,30,5,17,6.8,3673|3678|7314|10048|64218,ITGA2|ITGA5|UBB|RANBP9|SEMA4A,-0.85,Up
Reactome Gene Sets,6,R-HSA-8957275,Post-translational protein phosphorylation,,-3.8,28,8.9,30230,108,30,3,10,5.5,335|3484|7018,APOA1|IGFBP1|TF,-0.85,Up
GO Biological Processes,19,GO:0030198,extracellular matrix organization,19_GO:0009987 cellular process,-3.7,14,6.9,30230,291,30,4,13,6.2,2192|3673|27299|169044,FBLN1|ITGA2|ADAMDEC1|COL22A1,-0.85,Up
GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0009987 cellular process,-3.7,14,6.9,30230,292,30,4,13,6.2,2192|3673|27299|169044,FBLN1|ITGA2|ADAMDEC1|COL22A1,-0.85,Up
GO Biological Processes,19,GO:0046718,symbiont entry into host cell,19_GO:0016032 viral process,-3.7,27,8.6,30230,113,30,3,10,5.5,3673|3678|5818,ITGA2|ITGA5|NECTIN1,-0.85,Up
GO Biological Processes,19,GO:0044409,symbiont entry into host,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.7,27,8.6,30230,113,30,3,10,5.5,3673|3678|5818,ITGA2|ITGA5|NECTIN1,-0.85,Up
GO Biological Processes,19,GO:0045229,external encapsulating structure organization,19_GO:0009987 cellular process,-3.7,14,6.9,30230,293,30,4,13,6.2,2192|3673|27299|169044,FBLN1|ITGA2|ADAMDEC1|COL22A1,-0.85,Up
GO Biological Processes,19,GO:0002443,leukocyte mediated immunity,19_GO:0002376 immune system process,-3.7,14,6.9,30230,293,30,4,13,6.2,730|1113|3251|28400,C7|CHGA|HPRT1|IGHV4-28,-0.85,Up
Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-3.7,9,6,30230,559,30,5,17,6.8,3673|3678|7314|10048|64218,ITGA2|ITGA5|UBB|RANBP9|SEMA4A,-0.84,Up
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0009987 cellular process,-3.6,8.8,5.9,30230,571,30,5,17,6.8,1015|3673|3678|5802|5818,CDH17|ITGA2|ITGA5|PTPRS|NECTIN1,-0.82,Up
Reactome Gene Sets,6,R-HSA-373760,L1CAM interactions,,-3.6,25,8.4,30230,120,30,3,10,5.5,3673|3678|10048,ITGA2|ITGA5|RANBP9,-0.82,Up
WikiPathways,27,WP4541,Hippo Merlin signaling dysregulation,,-3.6,25,8.3,30230,121,30,3,10,5.5,1015|3673|3678,CDH17|ITGA2|ITGA5,-0.82,Up
GO Biological Processes,19,GO:0030100,regulation of endocytosis,19_GO:0051179 localization,-3.6,13,6.6,30230,319,30,4,13,6.2,335|341|3673|7018,APOA1|APOC1|ITGA2|TF,-0.78,Up
GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-3.5,12,6.4,30230,339,30,4,13,6.2,2192|3673|3678|27299,FBLN1|ITGA2|ITGA5|ADAMDEC1,-0.69,Up
GO Biological Processes,19,GO:0042742,defense response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.4,12,6.3,30230,348,30,4,13,6.2,1113|5544|5919|7018,CHGA|PRB3|RARRES2|TF,-0.66,Up
GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-3.4,11,6.2,30230,354,30,4,13,6.2,335|1113|5919|64218,APOA1|CHGA|RARRES2|SEMA4A,-0.64,Up
GO Biological Processes,19,GO:0042330,taxis,19_GO:0040011 locomotion,-3.4,11,6.2,30230,356,30,4,13,6.2,335|1113|5919|64218,APOA1|CHGA|RARRES2|SEMA4A,-0.64,Up
GO Biological Processes,19,GO:0051701,biological process involved in interaction with host,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.4,20,7.4,30230,149,30,3,10,5.5,3673|3678|5818,ITGA2|ITGA5|NECTIN1,-0.63,Up
GO Biological Processes,19,GO:0002250,adaptive immune response,19_GO:0002376 immune system process,-3.3,7.5,5.4,30230,673,30,5,17,6.8,730|3251|28400|28774|64218,C7|HPRT1|IGHV4-28|IGLV8-61|SEMA4A,-0.59,Up
GO Biological Processes,19,GO:0040011,locomotion,19_GO:0040011 locomotion,-3.3,11,5.9,30230,382,30,4,13,6.2,335|1113|5919|64218,APOA1|CHGA|RARRES2|SEMA4A,-0.56,Up
GO Biological Processes,19,GO:0045807,positive regulation of endocytosis,19_GO:0051179 localization,-3.2,18,7,30230,166,30,3,10,5.5,335|3673|7018,APOA1|ITGA2|TF,-0.52,Up
GO Biological Processes,19,GO:0010563,negative regulation of phosphorus metabolic process,19_GO:0048519 negative regulation of biological process,-3.2,18,6.9,30230,171,30,3,10,5.5,104|341|2192,ADARB1|APOC1|FBLN1,-0.51,Up
GO Biological Processes,19,GO:0045936,negative regulation of phosphate metabolic process,19_GO:0048519 negative regulation of biological process,-3.2,18,6.9,30230,171,30,3,10,5.5,104|341|2192,ADARB1|APOC1|FBLN1,-0.51,Up
GO Biological Processes,19,GO:0001818,negative regulation of cytokine production,19_GO:0048519 negative regulation of biological process,-3.2,9.9,5.7,30230,407,30,4,13,6.2,335|2192|5004|5802,APOA1|FBLN1|ORM1|PTPRS,-0.51,Up
GO Biological Processes,19,GO:0031175,neuron projection development,19_GO:0032502 developmental process,-3.2,7,5.1,30230,724,30,5,17,6.8,104|3251|5818|7314|64218,ADARB1|HPRT1|NECTIN1|UBB|SEMA4A,-0.51,Up
GO Biological Processes,19,GO:0007156,homophilic cell-cell adhesion,19_GO:0009987 cellular process,-3.2,17,6.8,30230,175,30,3,10,5.5,1015|5818|51294,CDH17|NECTIN1|PCDH12,-0.5,Up
GO Biological Processes,19,GO:0001906,cell killing,19_GO:0009987 cellular process,-3.1,17,6.7,30230,182,30,3,10,5.5,730|1113|3251,C7|CHGA|HPRT1,-0.47,Up
GO Biological Processes,19,GO:0051963,regulation of synapse assembly,19_GO:0032502 developmental process,-3.1,17,6.6,30230,183,30,3,10,5.5,5802|5818|64218,PTPRS|NECTIN1|SEMA4A,-0.47,Up
GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-3.1,16,6.6,30230,185,30,3,10,5.5,3673|3678|5818,ITGA2|ITGA5|NECTIN1,-0.46,Up
GO Biological Processes,19,GO:0044403,biological process involved in symbiotic interaction,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.1,16,6.5,30230,189,30,3,10,5.5,3673|3678|5818,ITGA2|ITGA5|NECTIN1,-0.44,Up
Canonical Pathways,11,M3008,NABA ECM GLYCOPROTEINS,,-3,15,6.4,30230,196,30,3,10,5.5,2192|3484|3489,FBLN1|IGFBP1|IGFBP6,-0.41,Up
GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-3,9,5.4,30230,449,30,4,13,6.2,104|3251|5818|64218,ADARB1|HPRT1|NECTIN1|SEMA4A,-0.41,Up
GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-3,8.8,5.3,30230,460,30,4,13,6.2,2192|3673|3678|27299,FBLN1|ITGA2|ITGA5|ADAMDEC1,-0.38,Up
GO Biological Processes,19,GO:0021953,central nervous system neuron differentiation,19_GO:0032502 developmental process,-2.9,14,6.1,30230,212,30,3,10,5.5,104|3251|7314,ADARB1|HPRT1|UBB,-0.33,Up
GO Biological Processes,19,GO:0002366,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-2.8,13,5.9,30230,225,30,3,10,5.5,1015|1113|64218,CDH17|CHGA|SEMA4A,-0.26,Up
GO Biological Processes,19,GO:0002263,cell activation involved in immune response,19_GO:0002376 immune system process,-2.8,13,5.8,30230,229,30,3,10,5.5,1015|1113|64218,CDH17|CHGA|SEMA4A,-0.25,Up
KEGG Pathway,24,hsa04810,Regulation of actin cytoskeleton,,-2.8,13,5.8,30230,232,30,3,10,5.5,730|3673|3678,C7|ITGA2|ITGA5,-0.24,Up
KEGG Pathway,24,hsa04820,Cytoskeleton in muscle cells,,-2.8,13,5.8,30230,233,30,3,10,5.5,2192|3673|3678,FBLN1|ITGA2|ITGA5,-0.24,Up
GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,19_GO:0048518 positive regulation of biological process,-2.8,7.8,4.9,30230,517,30,4,13,6.2,335|1015|1113|64218,APOA1|CDH17|CHGA|SEMA4A,-0.24,Up
GO Biological Processes,19,GO:0002449,lymphocyte mediated immunity,19_GO:0002376 immune system process,-2.8,13,5.7,30230,237,30,3,10,5.5,730|3251|28400,C7|HPRT1|IGHV4-28,-0.24,Up
Reactome Gene Sets,6,R-HSA-418990,Adherens junctions interactions,,-2.8,13,5.7,30230,240,30,3,10,5.5,1015|5818|7314,CDH17|NECTIN1|UBB,-0.23,Up
Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-2.7,7.6,4.8,30230,531,30,4,13,6.2,3673|5802|7314|10048,ITGA2|PTPRS|UBB|RANBP9,-0.21,Up
WikiPathways,27,WP5115,Network map of SARS CoV 2 signaling,,-2.7,12,5.5,30230,254,30,3,10,5.5,335|341|7018,APOA1|APOC1|TF,-0.17,Up
GO Biological Processes,19,GO:0016032,viral process,19_GO:0016032 viral process,-2.6,11,5.4,30230,266,30,3,10,5.5,3673|3678|5818,ITGA2|ITGA5|NECTIN1,-0.12,Up
GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,19_GO:0051179 localization,-2.6,7,4.6,30230,576,30,4,13,6.2,335|341|3673|7018,APOA1|APOC1|ITGA2|TF,-0.11,Up
Reactome Gene Sets,6,R-HSA-421270,Cell-cell junction organization,,-2.6,11,5.3,30230,272,30,3,10,5.5,1015|5818|7314,CDH17|NECTIN1|UBB,-0.11,Up
GO Biological Processes,19,GO:0051174,regulation of phosphorus metabolic process,19_GO:0050789 regulation of biological process,-2.6,6.9,4.5,30230,587,30,4,13,6.2,104|341|2192|5919,ADARB1|APOC1|FBLN1|RARRES2,-0.089,Up
GO Biological Processes,19,GO:0071375,cellular response to peptide hormone stimulus,19_GO:0050896 response to stimulus,-2.6,11,5.2,30230,280,30,3,10,5.5,1393|3484|5919,CRHBP|IGFBP1|RARRES2,-0.084,Up
GO Biological Processes,19,GO:1901888,regulation of cell junction assembly,19_GO:0050789 regulation of biological process,-2.6,11,5.1,30230,284,30,3,10,5.5,5802|5818|64218,PTPRS|NECTIN1|SEMA4A,-0.076,Up
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-2.6,6.7,4.5,30230,599,30,4,13,6.2,2192|3673|5919|64218,FBLN1|ITGA2|RARRES2|SEMA4A,-0.076,Up
GO Biological Processes,19,GO:0044057,regulation of system process,19_GO:0032501 multicellular organismal process,-2.5,6.7,4.4,30230,606,30,4,13,6.2,335|1113|1393|3673,APOA1|CHGA|CRHBP|ITGA2,-0.066,Up
GO Biological Processes,19,GO:0006959,humoral immune response,19_GO:0002376 immune system process,-2.5,10,5.1,30230,291,30,3,10,5.5,730|5919|7018,C7|RARRES2|TF,-0.066,Up
GO Biological Processes,19,GO:0034329,cell junction assembly,19_GO:0009987 cellular process,-2.5,10,5.1,30230,291,30,3,10,5.5,1015|3673|3678,CDH17|ITGA2|ITGA5,-0.066,Up
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-2.5,6.5,4.4,30230,617,30,4,13,6.2,1393|5004|5919|27299,CRHBP|ORM1|RARRES2|ADAMDEC1,-0.053,Up
Reactome Gene Sets,6,R-HSA-446728,Cell junction organization,,-2.5,10,5,30230,298,30,3,10,5.5,1015|5818|7314,CDH17|NECTIN1|UBB,-0.049,Up
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-2.5,6.4,4.3,30230,627,30,4,13,6.2,2192|3673|5919|64218,FBLN1|ITGA2|RARRES2|SEMA4A,-0.044,Up
KEGG Pathway,24,hsa04517,IgSF CAM signaling,,-2.5,10,5,30230,302,30,3,10,5.5,3678|5802|5818,ITGA5|PTPRS|NECTIN1,-0.044,Up
GO Biological Processes,19,GO:0045321,leukocyte activation,19_GO:0002376 immune system process,-2.5,6.3,4.3,30230,637,30,4,13,6.2,1015|1113|3251|64218,CDH17|CHGA|HPRT1|SEMA4A,-0.026,Up
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-2.4,6.3,4.3,30230,644,30,4,13,6.2,2192|3673|5919|64218,FBLN1|ITGA2|RARRES2|SEMA4A,-0.014,Up
GO Biological Processes,19,GO:0031399,regulation of protein modification process,19_GO:0050789 regulation of biological process,-2.4,6.1,4.2,30230,656,30,4,13,6.2,104|2192|5919|7314,ADARB1|FBLN1|RARRES2|UBB,0,Up
GO Biological Processes,19,GO:0007610,behavior,19_GO:0032501 multicellular organismal process,-2.4,6.1,4.2,30230,659,30,4,13,6.2,104|1393|3251|3678,ADARB1|CRHBP|HPRT1|ITGA5,0,Up
GO Biological Processes,19,GO:0050807,regulation of synapse organization,19_GO:0050789 regulation of biological process,-2.4,9.3,4.8,30230,324,30,3,10,5.5,5802|5818|64218,PTPRS|NECTIN1|SEMA4A,0,Up
GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,19_GO:0065007 biological regulation,-2.4,9.2,4.7,30230,330,30,3,10,5.5,5802|5818|64218,PTPRS|NECTIN1|SEMA4A,0,Up
GO Biological Processes,19,GO:0007162,negative regulation of cell adhesion,19_GO:0048519 negative regulation of biological process,-2.4,9.1,4.7,30230,331,30,3,10,5.5,335|2192|27299,APOA1|FBLN1|ADAMDEC1,0,Up
Reactome Gene Sets,6,R-HSA-1500931,Cell-Cell communication,,-2.4,9.1,4.7,30230,334,30,3,10,5.5,1015|5818|7314,CDH17|NECTIN1|UBB,0,Up
Reactome Gene Sets,6,R-HSA-382551,Transport of small molecules,,-2.3,5.6,4,30230,716,30,4,13,6.2,335|341|7018|7314,APOA1|APOC1|TF|UBB,0,Up
GO Biological Processes,19,GO:0019216,regulation of lipid metabolic process,19_GO:0050789 regulation of biological process,-2.3,8.4,4.4,30230,362,30,3,10,5.5,335|341|5919,APOA1|APOC1|RARRES2,0,Up
GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-2.2,8.2,4.4,30230,369,30,3,10,5.5,104|5818|64218,ADARB1|NECTIN1|SEMA4A,0,Up
GO Biological Processes,19,GO:0009617,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,5.5,3.9,30230,737,30,4,13,6.2,1113|5544|5919|7018,CHGA|PRB3|RARRES2|TF,0,Up
GO Biological Processes,19,GO:0001775,cell activation,19_GO:0032501 multicellular organismal process,-2.2,5.2,3.8,30230,769,30,4,13,6.2,1015|1113|3251|64218,CDH17|CHGA|HPRT1|SEMA4A,0,Up
GO Biological Processes,19,GO:0001932,regulation of protein phosphorylation,19_GO:0050789 regulation of biological process,-2.2,7.7,4.2,30230,392,30,3,10,5.5,104|2192|5919,ADARB1|FBLN1|RARRES2,0,Up
GO Biological Processes,19,GO:0043434,response to peptide hormone,19_GO:0050896 response to stimulus,-2.1,7.4,4.1,30230,407,30,3,10,5.5,1393|3484|5919,CRHBP|IGFBP1|RARRES2,0,Up
GO Biological Processes,19,GO:0030900,forebrain development,19_GO:0032502 developmental process,-2.1,7.3,4.1,30230,414,30,3,10,5.5,3251|5802|7314,HPRT1|PTPRS|UBB,0,Up
GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-2.1,7,4,30230,429,30,3,10,5.5,104|5818|64218,ADARB1|NECTIN1|SEMA4A,0,Up
GO Biological Processes,19,GO:0042325,regulation of phosphorylation,19_GO:0050789 regulation of biological process,-2,6.9,3.9,30230,437,30,3,10,5.5,104|2192|5919,ADARB1|FBLN1|RARRES2,0,Up
GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0032502 developmental process,-2,6.8,3.9,30230,442,30,3,10,5.5,1015|7018|64218,CDH17|TF|SEMA4A,0,Up
GO Biological Processes,19,GO:0099537,trans-synaptic signaling,19_GO:0050789 regulation of biological process,-2,6.7,3.8,30230,452,30,3,10,5.5,104|1393|5802,ADARB1|CRHBP|PTPRS,0,Up
CORUM,33,CORUM:192,PA28-20S proteasome,,-19,2.10E+02,43,30284,16,81,9,11,3.5,5682|5684|5687|5690|5691|5692|5694|5695|5721,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSME2,-15,Down
KEGG Pathway,24,hsa03050,Proteasome,,-19,89,31,30284,46,81,11,14,3.8,5682|5684|5687|5690|5691|5692|5694|5695|5696|5699|5721,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB10|PSME2,-14,Down
CORUM,33,CORUM:191,20S proteasome,,-17,2.10E+02,41,30284,14,81,8,9.9,3.3,5682|5684|5687|5690|5691|5692|5694|5695,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-13,Down
WikiPathways,27,WP183,Proteasome degradation,,-17,66,27,30284,62,81,11,14,3.8,5682|5684|5687|5690|5691|5692|5694|5695|5696|5699|5721,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB10|PSME2,-13,Down
CORUM,33,CORUM:194,PA28gamma-20S proteasome,,-17,2.00E+02,40,30284,15,81,8,9.9,3.3,5682|5684|5687|5690|5691|5692|5694|5695,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-13,Down
CORUM,33,CORUM:193,PA700-20S-PA28 complex,,-15,93,29,30284,36,81,9,11,3.5,5682|5684|5687|5690|5691|5692|5694|5695|5721,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSME2,-12,Down
CORUM,33,CORUM:181,26S proteasome,,-15,1.40E+02,33,30284,22,81,8,9.9,3.3,5682|5684|5687|5690|5691|5692|5694|5695,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-12,Down
Reactome Gene Sets,6,R-HSA-9907900,Proteasome assembly,,-12,65,23,30284,46,81,8,9.9,3.3,5687|5690|5691|5692|5694|5695|5699|5721,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB10|PSME2,-8.9,Down
Reactome Gene Sets,6,R-HSA-5358346,Hedgehog ligand biogenesis,,-12,64,22,30284,47,81,8,9.9,3.3,5034|5687|5690|5691|5692|5694|5695|7415,P4HB|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-8.9,Down
Reactome Gene Sets,6,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,,-11,71,22,30284,37,81,7,8.6,3.1,3312|5687|5690|5691|5692|5694|5695,HSPA8|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-7.8,Down
Reactome Gene Sets,6,R-HSA-5362768,Hh mutants are degraded by ERAD,,-11,69,22,30284,38,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7415,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-7.8,Down
Reactome Gene Sets,6,R-HSA-5387390,Hh mutants abrogate ligand secretion,,-11,64,21,30284,41,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7415,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-7.6,Down
GO Biological Processes,19,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,19_GO:0009987 cellular process,-11,13,12,30284,365,81,13,16,4.1,5682|5684|5687|5690|5691|5692|5694|5695|5696|5699|7334|7415|131405,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB10|UBE2N|VCP|TRIM71,-7.6,Down
GO Biological Processes,19,GO:0010498,proteasomal protein catabolic process,19_GO:0009987 cellular process,-11,12,12,30284,454,81,14,17,4.2,5682|5684|5687|5690|5691|5692|5694|5695|5696|5699|7184|7334|7415|131405,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB10|HSP90B1|UBE2N|VCP|TRIM71,-7.6,Down
Reactome Gene Sets,6,R-HSA-5678895,Defective CFTR causes cystic fibrosis,,-11,61,20,30284,43,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7415,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-7.5,Down
GO Biological Processes,19,GO:0030163,protein catabolic process,19_GO:0009987 cellular process,-11,8.1,10,30284,786,81,17,21,4.5,3312|5682|5684|5687|5690|5691|5692|5694|5695|5696|5699|7184|7334|7415|10015|29952|131405,HSPA8|PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB10|HSP90B1|UBE2N|VCP|PDCD6IP|DPP7|TRIM71,-7.5,Down
Reactome Gene Sets,6,R-HSA-9711123,Cellular response to chemical stress,,-10,22,14,30284,171,81,10,12,3.7,1950|5034|5687|5690|5691|5692|5694|5695|7415|25824,EGF|P4HB|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP|PRDX5,-7.4,Down
Reactome Gene Sets,6,R-HSA-2871837,FCERI mediated NF-kB activation,,-10,53,19,30284,49,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-7.1,Down
Reactome Gene Sets,6,R-HSA-9755511,KEAP1-NFE2L2 pathway,,-9.8,32,15,30284,94,81,8,9.9,3.3,1950|5687|5690|5691|5692|5694|5695|7415,EGF|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-6.7,Down
Reactome Gene Sets,6,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),,-9.7,72,21,30284,31,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.7,Down
GO Biological Processes,19,GO:0051603,proteolysis involved in protein catabolic process,19_GO:0009987 cellular process,-9.6,8.4,10,30284,666,81,15,19,4.3,5682|5684|5687|5690|5691|5692|5694|5695|5696|5699|7184|7334|7415|10015|131405,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB10|HSP90B1|UBE2N|VCP|PDCD6IP|TRIM71,-6.7,Down
