Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-5619084,ABC transporter disorders,,-9.6,44,17,30284,60,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7415,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-6.7,Down
Reactome Gene Sets,6,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,,-9.6,70,20,30284,32,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.7,Down
Reactome Gene Sets,6,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),,-9.6,70,20,30284,32,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.7,Down
Reactome Gene Sets,6,R-HSA-180534,Vpu mediated degradation of CD4,,-9.6,70,20,30284,32,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.7,Down
Reactome Gene Sets,6,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,,-9.6,70,20,30284,32,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.7,Down
Reactome Gene Sets,6,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,,-9.5,68,20,30284,33,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,,-9.4,42,17,30284,63,81,7,8.6,3.1,3312|5687|5690|5691|5692|5694|5695,HSPA8|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-180585,Vif-mediated degradation of APOBEC3G,,-9.4,66,20,30284,34,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,,-9.4,66,20,30284,34,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-69613,p53-Independent G1/S DNA damage checkpoint,,-9.4,66,20,30284,34,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,,-9.4,66,20,30284,34,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-69610,p53-Independent DNA Damage Response,,-9.4,66,20,30284,34,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-202424,Downstream TCR signaling,,-9.4,41,17,30284,64,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-6.6,Down
Reactome Gene Sets,6,R-HSA-5607764,CLEC7A (Dectin-1) signaling,,-9.4,41,17,30284,64,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-6.6,Down
Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-9.4,12,11,30284,381,81,12,15,3.9,3312|4478|5034|5687|5690|5691|5692|5694|5695|5721|7184|7334,HSPA8|MSN|P4HB|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSME2|HSP90B1|UBE2N,-6.6,Down
Reactome Gene Sets,6,R-HSA-4641257,Degradation of AXIN,,-9.3,64,19,30284,35,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,,-9.3,64,19,30284,35,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-5610780,Degradation of GLI1 by the proteasome,,-9.3,64,19,30284,35,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-169911,Regulation of Apoptosis,,-9.3,64,19,30284,35,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
KEGG Pathway,24,hsa05022,Pathways of neurodegeneration - multiple diseases,,-9.3,10,10,30284,483,81,13,16,4.1,351|823|5682|5684|5687|5690|5691|5692|5694|5695|5879|7415|10133,APP|CAPN1|PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|RAC1|VCP|OPTN,-6.6,Down
Reactome Gene Sets,6,R-HSA-5610783,Degradation of GLI2 by the proteasome,,-9.3,62,19,30284,36,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,,-9.3,62,19,30284,36,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,,-9.3,62,19,30284,36,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-1236974,ER-Phagosome pathway,,-9.2,39,16,30284,67,81,7,8.6,3.1,2923|5687|5690|5691|5692|5694|5695,PDIA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.6,Down
Reactome Gene Sets,6,R-HSA-69541,Stabilization of p53,,-9.2,61,19,30284,37,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.5,Down
Reactome Gene Sets,6,R-HSA-8941858,Regulation of RUNX3 expression and activity,,-9.2,61,19,30284,37,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.5,Down
Reactome Gene Sets,6,R-HSA-4641258,Degradation of DVL,,-9.2,61,19,30284,37,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.5,Down
Reactome Gene Sets,6,R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,,-9.1,59,19,30284,38,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.5,Down
Reactome Gene Sets,6,R-HSA-9604323,Negative regulation of NOTCH4 signaling,,-9.1,59,19,30284,38,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.5,Down
Reactome Gene Sets,6,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,,-9.1,59,19,30284,38,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.5,Down
Reactome Gene Sets,6,R-HSA-5358351,Signaling by Hedgehog,,-9.1,26,14,30284,115,81,8,9.9,3.3,5034|5687|5690|5691|5692|5694|5695|7415,P4HB|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-6.4,Down
Reactome Gene Sets,6,R-HSA-9824272,Somitogenesis,,-9,58,18,30284,39,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.4,Down
Reactome Gene Sets,6,R-HSA-1169091,Activation of NF-kappaB in B cells,,-9,58,18,30284,39,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.4,Down
Reactome Gene Sets,6,R-HSA-9759194,Nuclear events mediated by NFE2L2,,-9,36,16,30284,72,81,7,8.6,3.1,1950|5687|5690|5691|5692|5694|5695,EGF|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.4,Down
Reactome Gene Sets,6,R-HSA-983705,Signaling by the B Cell Receptor (BCR),,-9,36,15,30284,73,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|27071,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|DAPP1,-6.4,Down
Reactome Gene Sets,6,R-HSA-351202,Metabolism of polyamines,,-9,56,18,30284,40,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.4,Down
Reactome Gene Sets,6,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,,-8.8,52,17,30284,43,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.2,Down
Reactome Gene Sets,6,R-HSA-4608870,Asymmetric localization of PCP proteins,,-8.7,51,17,30284,44,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
Reactome Gene Sets,6,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,,-8.7,51,17,30284,44,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
Reactome Gene Sets,6,R-HSA-9020702,Interleukin-1 signaling,,-8.7,32,15,30284,81,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-6.1,Down
Reactome Gene Sets,6,R-HSA-1236975,Antigen processing-Cross presentation,,-8.7,32,15,30284,81,81,7,8.6,3.1,2923|5687|5690|5691|5692|5694|5695,PDIA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
WikiPathways,27,WP5124,Alzheimer 39 s disease,,-8.6,14,11,30284,263,81,10,12,3.7,351|823|5682|5684|5687|5690|5691|5692|5694|5695,APP|CAPN1|PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
GO Biological Processes,19,GO:0006511,ubiquitin-dependent protein catabolic process,19_GO:0009987 cellular process,-8.6,8.9,9.6,30284,546,81,13,16,4.1,5682|5684|5687|5690|5691|5692|5694|5695|5696|5699|7334|7415|131405,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB10|UBE2N|VCP|TRIM71,-6.1,Down
Reactome Gene Sets,6,R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,,-8.6,49,17,30284,46,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
Reactome Gene Sets,6,R-HSA-69563,p53-Dependent G1 DNA Damage Response,,-8.6,49,17,30284,46,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
Reactome Gene Sets,6,R-HSA-8948751,Regulation of PTEN stability and activity,,-8.6,49,17,30284,46,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
Reactome Gene Sets,6,R-HSA-8939902,Regulation of RUNX2 expression and activity,,-8.6,49,17,30284,46,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
Reactome Gene Sets,6,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,,-8.6,49,17,30284,46,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
Reactome Gene Sets,6,R-HSA-202403,TCR signaling,,-8.6,32,14,30284,83,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-6.1,Down
WikiPathways,27,WP2059,Alzheimer 39 s disease and miRNA effects,,-8.6,14,11,30284,268,81,10,12,3.7,351|823|5682|5684|5687|5690|5691|5692|5694|5695,APP|CAPN1|PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6.1,Down
GO Biological Processes,19,GO:0019941,modification-dependent protein catabolic process,19_GO:0009987 cellular process,-8.5,8.7,9.5,30284,557,81,13,16,4.1,5682|5684|5687|5690|5691|5692|5694|5695|5696|5699|7334|7415|131405,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB10|UBE2N|VCP|TRIM71,-6.1,Down
Reactome Gene Sets,6,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,,-8.5,48,17,30284,47,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6,Down
Reactome Gene Sets,6,R-HSA-382556,ABC-family proteins mediated transport,,-8.5,31,14,30284,85,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7415,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-6,Down
Reactome Gene Sets,6,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,,-8.5,31,14,30284,85,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-6,Down
GO Biological Processes,19,GO:0043632,modification-dependent macromolecule catabolic process,19_GO:0009987 cellular process,-8.5,8.6,9.5,30284,562,81,13,16,4.1,5682|5684|5687|5690|5691|5692|5694|5695|5696|5699|7334|7415|131405,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB10|UBE2N|VCP|TRIM71,-6,Down
Reactome Gene Sets,6,R-HSA-5658442,Regulation of RAS by GAPs,,-8.5,47,16,30284,48,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6,Down
Reactome Gene Sets,6,R-HSA-69615,G1/S DNA Damage Checkpoints,,-8.5,47,16,30284,48,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-6,Down
KEGG Pathway,24,hsa05020,Prion disease,,-8.4,13,11,30284,278,81,10,12,3.7,3312|5682|5684|5687|5690|5691|5692|5694|5695|5879,HSPA8|PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|RAC1,-6,Down
Reactome Gene Sets,6,R-HSA-2262752,Cellular responses to stress,,-8.4,7.6,9.1,30284,690,81,14,17,4.2,1950|3312|3921|5034|5687|5690|5691|5692|5694|5695|7184|7415|10808|25824,EGF|HSPA8|RPSA|P4HB|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|HSP90B1|VCP|HSPH1|PRDX5,-6,Down
Reactome Gene Sets,6,R-HSA-68949,Orc1 removal from chromatin,,-8.4,45,16,30284,50,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
KEGG Pathway,24,hsa05014,Amyotrophic lateral sclerosis,,-8.3,11,10,30284,371,81,11,14,3.8,5682|5684|5687|5690|5691|5692|5694|5695|5879|7415|10133,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|RAC1|VCP|OPTN,-5.9,Down
Reactome Gene Sets,6,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,,-8.3,44,16,30284,51,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
KEGG Pathway,24,hsa05017,Spinocerebellar ataxia,,-8.3,21,12,30284,144,81,8,9.9,3.3,5682|5684|5687|5690|5691|5692|5694|5695,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
Reactome Gene Sets,6,R-HSA-1234174,Cellular response to hypoxia,,-8.3,43,16,30284,52,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
Reactome Gene Sets,6,R-HSA-195253,Degradation of beta-catenin by the destruction complex,,-8.3,43,16,30284,52,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
Reactome Gene Sets,6,R-HSA-9793380,Formation of paraxial mesoderm,,-8.3,43,16,30284,52,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
Reactome Gene Sets,6,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,,-8.3,43,16,30284,52,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
Reactome Gene Sets,6,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,,-8.3,43,16,30284,52,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
Reactome Gene Sets,6,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),,-8.3,43,16,30284,52,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
Reactome Gene Sets,6,R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,,-8.3,43,16,30284,52,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.9,Down
Reactome Gene Sets,6,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,,-8.2,42,15,30284,54,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.8,Down
Reactome Gene Sets,6,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,,-8.1,41,15,30284,55,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.7,Down
Reactome Gene Sets,6,R-HSA-5621481,C-type lectin receptors (CLRs),,-8,26,13,30284,100,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-5.6,Down
Reactome Gene Sets,6,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,,-8,39,15,30284,57,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.6,Down
Reactome Gene Sets,6,R-HSA-5632684,Hedgehog 'on' state,,-8,39,15,30284,57,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.6,Down
Reactome Gene Sets,6,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,,-8,39,15,30284,58,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.6,Down
Reactome Gene Sets,6,R-HSA-5687128,MAPK6/MAPK4 signaling,,-7.8,36,14,30284,62,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.4,Down
Reactome Gene Sets,6,R-HSA-69202,Cyclin E associated events during G1/S transition,,-7.7,36,14,30284,63,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.4,Down
Reactome Gene Sets,6,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,,-7.7,36,14,30284,63,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.4,Down
Reactome Gene Sets,6,R-HSA-4086400,PCP/CE pathway,,-7.7,36,14,30284,63,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.4,Down
Reactome Gene Sets,6,R-HSA-453276,Regulation of mitotic cell cycle,,-7.7,36,14,30284,63,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.4,Down
KEGG Pathway,24,hsa04141,Protein processing in endoplasmic reticulum,,-7.7,18,11,30284,170,81,8,9.9,3.3,823|2923|3312|5034|7184|7415|10808|10961,CAPN1|PDIA3|HSPA8|P4HB|HSP90B1|VCP|HSPH1|ERP29,-5.4,Down
Reactome Gene Sets,6,R-HSA-9013694,Signaling by NOTCH4,,-7.7,35,14,30284,64,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.4,Down
Reactome Gene Sets,6,R-HSA-8953897,Cellular responses to stimuli,,-7.7,6.6,8.3,30284,788,81,14,17,4.2,1950|3312|3921|5034|5687|5690|5691|5692|5694|5695|7184|7415|10808|25824,EGF|HSPA8|RPSA|P4HB|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|HSP90B1|VCP|HSPH1|PRDX5,-5.4,Down
Reactome Gene Sets,6,R-HSA-446652,Interleukin-1 family signaling,,-7.7,23,12,30284,112,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-5.3,Down
Reactome Gene Sets,6,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,,-7.7,35,14,30284,65,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.3,Down
Reactome Gene Sets,6,R-HSA-69052,Switching of origins to a post-replicative state,,-7.5,33,14,30284,68,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.2,Down
Reactome Gene Sets,6,R-HSA-8878159,Transcriptional regulation by RUNX3,,-7.5,33,14,30284,68,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.2,Down
Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-7.4,11,9.4,30284,354,81,10,12,3.7,1950|4478|5037|5687|5690|5691|5692|5694|5695|7415,EGF|MSN|PEBP1|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-5.1,Down
Reactome Gene Sets,6,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,,-7.3,31,13,30284,73,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.1,Down
Reactome Gene Sets,6,R-HSA-5689603,UCH proteinases,,-7.2,29,13,30284,77,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.9,Down
Reactome Gene Sets,6,R-HSA-69481,G2/M Checkpoints,,-7.2,20,11,30284,132,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-4.9,Down
KEGG Pathway,24,hsa05010,Alzheimer disease,,-7,9.6,8.8,30284,391,81,10,12,3.7,351|823|5682|5684|5687|5690|5691|5692|5694|5695,APP|CAPN1|PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.7,Down
Reactome Gene Sets,6,R-HSA-5610787,Hedgehog 'off' state,,-7,27,12,30284,83,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.7,Down
Reactome Gene Sets,6,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,,-7,19,11,30284,141,81,7,8.6,3.1,3921|5687|5690|5691|5692|5694|5695,RPSA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.7,Down
Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-7,7.2,8.1,30284,627,81,12,15,3.9,2923|5687|5690|5691|5692|5694|5695|7334|26153|27071|131405|340205,PDIA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N|KIF26A|DAPP1|TRIM71|TREML1,-4.7,Down
Reactome Gene Sets,6,R-HSA-8878166,Transcriptional regulation by RUNX2,,-6.9,26,12,30284,86,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.6,Down
Reactome Gene Sets,6,R-HSA-162909,Host Interactions of HIV factors,,-6.9,26,12,30284,87,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.6,Down
Reactome Gene Sets,6,R-HSA-983169,Class I MHC mediated antigen processing & presentation,,-6.9,11,9.1,30284,307,81,9,11,3.5,2923|5687|5690|5691|5692|5694|5695|7334|131405,PDIA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N|TRIM71,-4.6,Down
Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-6.8,13,9.6,30284,224,81,8,9.9,3.3,1950|5037|5687|5690|5691|5692|5694|5695,EGF|PEBP1|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.5,Down
