Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-8.9,3,7.4,21222,470,565,38,6.7,1.1,12614|13845|14634|14758|16773|16776|16779|16911|17181|17762|18012|18032|18080|18128|18131|18187|18208|18223|18823|19274|19716|20353|20564|21808|22415|24046|68404|68810|77579|106042|110532|110596|117606|218877|243743|268902|269116|665700,Celsr1|Ephb3|Gli3|Gpm6b|Lama2|Lama5|Lamb2|Lmo4|Matn2|Mapt|Neurod1|Nfix|Nin|Notch1|Notch3|Nrp2|Ntn1|Numbl|Plp1|Ptprm|Bex1|Sema4c|Slit3|Tgfb2|Wnt3|Scn11a|Nrn1|Nexn|Myh10|Prickle1|Adarb1|Arhgef28|Boc|Sema3g|Plxna4|Robo2|Nfasc|Hmcn2,-6.1,Down
GO Biological Processes,19,GO:0007507,heart development,19_GO:0032502 developmental process,-8.8,2.6,7.1,21222,667,565,47,8.3,1.2,11504|13003|13609|14170|14182|14268|14634|14726|15227|15530|16007|16523|16526|16911|16948|17880|18032|18127|18128|18129|18187|19130|20541|20564|21808|23794|23892|23966|24052|50768|54409|56177|67399|67888|71461|74868|77446|77579|83675|101401|106042|192176|243743|268396|268902|380718|381157,Adamts1|Vcan|S1pr1|Fgf15|Fgfr1|Fn1|Gli3|Pdpn|Foxf1|Hspg2|Ccn1|Kcnj8|Kcnk2|Lmo4|Lox|Myh11|Nfix|Nos3|Notch1|Notch2|Nrp2|Prox1|Slc8a1|Slit3|Tgfb2|Adamts5|Grem1|Tenm4|Sgcd|Dlc1|Ramp2|Olfm1|Pdlim7|Tmem100|Ptk7|Tmem65|Heg1|Myh10|Bicc1|Adamts9|Prickle1|Flna|Plxna4|Sh3pxd2b|Robo2|Mks1|Greb1l,-6.1,Down
GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-8.8,3.3,7.5,21222,392,565,34,6,1,13845|14268|14634|16000|16176|16180|16590|17762|18011|18080|18088|18128|18208|18223|18606|19317|19716|20720|22368|22415|23966|56320|58234|68151|108100|170757|216856|232227|233064|235611|268902|320563|330814|382253,Ephb3|Fn1|Gli3|Igf1|Il1b|Il1rap|Kit|Mapt|Neurl1a|Nin|Nkx2-2|Notch1|Ntn1|Numbl|Enpp2|Qki|Bex1|Serpine2|Trpv2|Wnt3|Tenm4|Dbn1|Shank3|Wls|Baiap2|Adgrl4|Nlgn2|Iqsec1|Wdr62|Plxnb1|Robo2|Islr2|Adgrl1|Cdkl5,-6.1,Down
GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-8.7,3.1,7.3,21222,435,565,36,6.4,1,13132|13166|14182|14461|14645|15284|15370|15530|16000|16601|16776|18128|18129|18654|18780|19130|19274|20254|20292|20377|20692|21808|22353|23797|26903|56312|66214|67866|71093|76905|94275|110351|219033|225341|240725|333424,Dab2|Dbh|Fgfr1|Gata2|Glul|Hlx|Nr4a1|Hspg2|Igf1|Klf9|Lama5|Notch1|Notch2|Pgf|Pla2g2a|Prox1|Ptprm|Scg2|Ccl11|Sfrp1|Sparc|Tgfb2|Vip|Akt3|Dysf|Nupr1|Rgcc|Wfdc1|Atoh8|Lrg1|Maged1|Rap1gap|Ang4|Lims2|Sulf1|A4gnt,-6,Down
GO Biological Processes,19,GO:0010975,regulation of neuron projection development,19_GO:0032502 developmental process,-8.7,2.8,7.1,21222,585,565,43,7.6,1.1,11504|13132|13845|14182|14268|15234|15507|17762|18040|18080|18208|18214|18223|19280|19317|19347|20377|20720|22068|22240|22359|22368|22415|23965|56320|58234|64009|68151|71461|77097|108100|121021|192176|218121|218877|235611|237038|268902|320027|320563|320712|382253|384569,Adamts1|Dab2|Ephb3|Fgfr1|Fn1|Hgf|Hspb1|Mapt|Nefm|Nin|Ntn1|Ddr2|Numbl|Ptprs|Qki|Dennd5a|Sfrp1|Serpine2|Trpc6|Dpysl3|Vldlr|Trpv2|Wnt3|Tenm3|Dbn1|Shank3|Syne1|Wls|Ptk7|Tanc2|Baiap2|Cspg4|Flna|Mboat1|Sema3g|Plxnb1|Nox1|Robo2|Fstl4|Islr2|Abi3bp|Cdkl5|Nova2,-6,Down
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-8.7,2.5,7,21222,792,565,52,9.2,1.2,11504|12505|13132|13845|14182|14268|14726|15234|15507|15894|16590|17762|18011|18040|18080|18208|18214|18223|18606|19122|19280|19317|19347|20377|20720|22068|22240|22359|22368|22415|23965|56320|58234|64009|68151|71461|77097|108100|110351|121021|192176|218121|218877|231532|235611|237038|268902|320027|320563|320712|382253|384569,Adamts1|Cd44|Dab2|Ephb3|Fgfr1|Fn1|Pdpn|Hgf|Hspb1|Icam1|Kit|Mapt|Neurl1a|Nefm|Nin|Ntn1|Ddr2|Numbl|Enpp2|Prnp|Ptprs|Qki|Dennd5a|Sfrp1|Serpine2|Trpc6|Dpysl3|Vldlr|Trpv2|Wnt3|Tenm3|Dbn1|Shank3|Syne1|Wls|Ptk7|Tanc2|Baiap2|Rap1gap|Cspg4|Flna|Mboat1|Sema3g|Arhgap24|Plxnb1|Nox1|Robo2|Fstl4|Islr2|Abi3bp|Cdkl5|Nova2,-6,Down
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-8.6,2.8,7.1,21222,587,565,43,7.6,1.1,11898|11906|12804|13609|13653|14199|15227|15284|15370|16000|16523|16656|16776|16948|17880|18011|18032|18128|19130|19317|19883|20353|20541|21808|23794|23892|24046|24052|26903|50876|54409|56312|64009|67399|68794|77446|77579|93689|106042|109711|110532|226041|381157,Ass1|Zfhx3|Cntfr|S1pr1|Egr1|Fhl1|Foxf1|Hlx|Nr4a1|Igf1|Kcnj8|Hivep3|Lama5|Lox|Myh11|Neurl1a|Nfix|Notch1|Prox1|Qki|Rora|Sema4c|Slc8a1|Tgfb2|Adamts5|Grem1|Scn11a|Sgcd|Dysf|Tmod2|Ramp2|Nupr1|Syne1|Pdlim7|Flnc|Heg1|Myh10|Lmod1|Prickle1|Actn1|Adarb1|Pgm5|Greb1l,-6,Down
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-8.6,2.8,7.1,21222,566,565,42,7.4,1.1,12614|13845|14634|16773|16776|16779|16911|17181|17762|18032|18080|18128|18131|18187|18208|18223|19274|20353|20564|21808|22359|22415|24046|27103|56320|58234|59036|68404|68810|77579|106042|109294|109700|110532|110596|117606|218877|235611|243743|268902|269116|665700,Celsr1|Ephb3|Gli3|Lama2|Lama5|Lamb2|Lmo4|Matn2|Mapt|Nfix|Nin|Notch1|Notch3|Nrp2|Ntn1|Numbl|Ptprm|Sema4c|Slit3|Tgfb2|Vldlr|Wnt3|Scn11a|Eif2ak4|Dbn1|Shank3|Dact1|Nrn1|Nexn|Myh10|Prickle1|Prex2|Itga1|Adarb1|Arhgef28|Boc|Sema3g|Plxnb1|Plxna4|Robo2|Nfasc|Hmcn2,-6,Down
GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-8.6,2.5,6.9,21222,750,565,50,8.8,1.2,12505|12778|13132|14461|14634|14726|15530|16000|16176|16526|16601|17872|18011|18127|18128|18133|18780|19122|19130|19252|19274|20377|20564|20692|20720|21808|21859|22353|22368|23892|26971|50768|54612|56312|56429|66214|67866|68713|71093|94275|109700|110351|110532|193740|219033|225341|229473|235611|240725|333424,Cd44|Ackr3|Dab2|Gata2|Gli3|Pdpn|Hspg2|Igf1|Il1b|Kcnk2|Klf9|Ppp1r15a|Neurl1a|Nos3|Notch1|Ccn3|Pla2g2a|Prnp|Prox1|Dusp1|Ptprm|Sfrp1|Slit3|Sparc|Serpine2|Tgfb2|Timp3|Vip|Trpv2|Grem1|Pla2g2f|Dlc1|Sfrp5|Nupr1|Dpt|Rgcc|Wfdc1|Ifitm1|Atoh8|Maged1|Itga1|Rap1gap|Adarb1|Hspa1a|Ang4|Lims2|Tmem131l|Plxnb1|Sulf1|A4gnt,-5.9,Down
GO Biological Processes,19,GO:0050767,regulation of neurogenesis,19_GO:0032502 developmental process,-8.5,3,7.2,21222,483,565,38,6.7,1.1,14268|14461|14634|15410|16000|16176|16590|17762|18011|18080|18088|18128|18208|18223|18606|19130|19280|19317|19716|20292|20720|22068|22368|22415|23966|56320|56741|58234|68151|71918|108100|218877|233064|235611|268902|320027|320563|382253,Fn1|Gata2|Gli3|Hoxb3|Igf1|Il1b|Kit|Mapt|Neurl1a|Nin|Nkx2-2|Notch1|Ntn1|Numbl|Enpp2|Prox1|Ptprs|Qki|Bex1|Ccl11|Serpine2|Trpc6|Trpv2|Wnt3|Tenm4|Dbn1|Igdcc4|Shank3|Wls|Zcchc24|Baiap2|Sema3g|Wdr62|Plxnb1|Robo2|Fstl4|Islr2|Cdkl5,-5.9,Down
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-8.5,2.8,7,21222,572,565,42,7.4,1.1,12614|13845|14634|16773|16776|16779|16911|17181|17762|18032|18080|18128|18131|18187|18208|18223|19274|20353|20564|21808|22359|22415|24046|27103|56320|58234|59036|68404|68810|77579|106042|109294|109700|110532|110596|117606|218877|235611|243743|268902|269116|665700,Celsr1|Ephb3|Gli3|Lama2|Lama5|Lamb2|Lmo4|Matn2|Mapt|Nfix|Nin|Notch1|Notch3|Nrp2|Ntn1|Numbl|Ptprm|Sema4c|Slit3|Tgfb2|Vldlr|Wnt3|Scn11a|Eif2ak4|Dbn1|Shank3|Dact1|Nrn1|Nexn|Myh10|Prickle1|Prex2|Itga1|Adarb1|Arhgef28|Boc|Sema3g|Plxnb1|Plxna4|Robo2|Nfasc|Hmcn2,-5.9,Down
GO Biological Processes,19,GO:0040011,locomotion,19_GO:0040011 locomotion,-8.5,3.2,7.3,21222,382,565,33,5.8,0.99,12778|13609|15234|15370|15417|16007|16176|16590|16948|18133|18187|18208|18578|18606|18654|20254|20292|20308|20353|20564|21808|53901|55985|57257|58234|98660|109700|218877|233079|237038|239447|243743|268902,Ackr3|S1pr1|Hgf|Nr4a1|Hoxb9|Ccn1|Il1b|Kit|Lox|Ccn3|Nrp2|Ntn1|Pde4b|Enpp2|Pgf|Scg2|Ccl11|Ccl9|Sema4c|Slit3|Tgfb2|Rcan2|Cxcl13|Vav3|Shank3|Atp1a2|Itga1|Sema3g|Ffar2|Nox1|Colec10|Plxna4|Robo2,-5.9,Down
GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-8.3,3.1,7.2,21222,410,565,34,6,1,12614|13845|14634|16773|16776|16779|16911|17181|17762|18032|18080|18128|18131|18187|18208|18223|19274|20353|20564|21808|22415|24046|68404|68810|77579|106042|110532|110596|117606|218877|243743|268902|269116|665700,Celsr1|Ephb3|Gli3|Lama2|Lama5|Lamb2|Lmo4|Matn2|Mapt|Nfix|Nin|Notch1|Notch3|Nrp2|Ntn1|Numbl|Ptprm|Sema4c|Slit3|Tgfb2|Wnt3|Scn11a|Nrn1|Nexn|Myh10|Prickle1|Adarb1|Arhgef28|Boc|Sema3g|Plxna4|Robo2|Nfasc|Hmcn2,-5.7,Down
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-8.3,2.7,6.9,21222,582,565,42,7.4,1.1,12614|13845|14634|16773|16776|16779|16911|17181|17762|18032|18080|18128|18131|18187|18208|18223|19274|20353|20564|21808|22359|22415|24046|27103|56320|58234|59036|68404|68810|77579|106042|109294|109700|110532|110596|117606|218877|235611|243743|268902|269116|665700,Celsr1|Ephb3|Gli3|Lama2|Lama5|Lamb2|Lmo4|Matn2|Mapt|Nfix|Nin|Notch1|Notch3|Nrp2|Ntn1|Numbl|Ptprm|Sema4c|Slit3|Tgfb2|Vldlr|Wnt3|Scn11a|Eif2ak4|Dbn1|Shank3|Dact1|Nrn1|Nexn|Myh10|Prickle1|Prex2|Itga1|Adarb1|Arhgef28|Boc|Sema3g|Plxnb1|Plxna4|Robo2|Nfasc|Hmcn2,-5.7,Down
GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-8.2,2.8,7,21222,516,565,39,6.9,1.1,12614|13845|14634|16773|16776|16779|16911|17181|17762|18032|18080|18128|18131|18187|18208|18223|19274|20353|20564|21808|22359|22415|24046|58234|59036|68404|68810|73750|77579|106042|109294|110532|110596|117606|218877|243743|268902|269116|665700,Celsr1|Ephb3|Gli3|Lama2|Lama5|Lamb2|Lmo4|Matn2|Mapt|Nfix|Nin|Notch1|Notch3|Nrp2|Ntn1|Numbl|Ptprm|Sema4c|Slit3|Tgfb2|Vldlr|Wnt3|Scn11a|Shank3|Dact1|Nrn1|Nexn|Whrn|Myh10|Prickle1|Prex2|Adarb1|Arhgef28|Boc|Sema3g|Plxna4|Robo2|Nfasc|Hmcn2,-5.7,Down
GO Biological Processes,19,GO:0072001,renal system development,19_GO:0032502 developmental process,-8,3.2,7.1,21222,377,565,32,5.7,0.97,11504|11898|12505|13003|13653|14160|14182|14634|14859|15227|16523|16776|16779|18128|18129|18131|18514|18654|19130|20377|21808|23892|23948|54710|71461|83396|83675|106042|240725|268902|269152|381157,Adamts1|Ass1|Cd44|Vcan|Egr1|Lgr5|Fgfr1|Gli3|Gsta3|Foxf1|Kcnj8|Lama5|Lamb2|Notch1|Notch2|Notch3|Pbx1|Pgf|Prox1|Sfrp1|Tgfb2|Grem1|Mmp17|Hs3st3b1|Ptk7|Glis2|Bicc1|Prickle1|Sulf1|Robo2|Kif26b|Greb1l,-5.5,Down
GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-8,3.4,7.2,21222,320,565,29,5.1,0.93,11504|13855|14461|14645|15234|15507|16176|16402|16598|17872|18127|18576|18654|19274|19317|20292|20692|21808|23797|23892|54409|66214|76905|80837|101401|223864|240725|241556|381290,Adamts1|Epn2|Gata2|Glul|Hgf|Hspb1|Il1b|Itga5|Klf2|Ppp1r15a|Nos3|Pde3b|Pgf|Ptprm|Qki|Ccl11|Sparc|Tgfb2|Akt3|Grem1|Ramp2|Rgcc|Lrg1|Rhoj|Adamts9|Rapgef3|Sulf1|Tspan18|Atp2b4,-5.4,Down
GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-7.8,3.3,7,21222,346,565,30,5.3,0.94,12778|13609|15234|15370|15417|16007|16176|16590|16948|18133|18187|18208|18578|18606|18654|20254|20292|20308|20353|20564|21808|55985|57257|109700|218877|233079|237038|239447|243743|268902,Ackr3|S1pr1|Hgf|Nr4a1|Hoxb9|Ccn1|Il1b|Kit|Lox|Ccn3|Nrp2|Ntn1|Pde4b|Enpp2|Pgf|Scg2|Ccl11|Ccl9|Sema4c|Slit3|Tgfb2|Cxcl13|Vav3|Itga1|Sema3g|Ffar2|Nox1|Colec10|Plxna4|Robo2,-5.2,Down
GO Biological Processes,19,GO:1901342,regulation of vasculature development,19_GO:0032502 developmental process,-7.8,3.3,7,21222,327,565,29,5.1,0.93,11504|13855|14461|14645|15234|15507|16176|16402|16598|17872|18127|18576|18654|19274|19317|20292|20692|21808|23797|23892|54409|66214|76905|80837|101401|223864|240725|241556|381290,Adamts1|Epn2|Gata2|Glul|Hgf|Hspb1|Il1b|Itga5|Klf2|Ppp1r15a|Nos3|Pde3b|Pgf|Ptprm|Qki|Ccl11|Sparc|Tgfb2|Akt3|Grem1|Ramp2|Rgcc|Lrg1|Rhoj|Adamts9|Rapgef3|Sulf1|Tspan18|Atp2b4,-5.2,Down
GO Biological Processes,19,GO:0042330,taxis,19_GO:0040011 locomotion,-7.7,3.2,7,21222,348,565,30,5.3,0.94,12778|13609|15234|15370|15417|16007|16176|16590|16948|18133|18187|18208|18578|18606|18654|20254|20292|20308|20353|20564|21808|55985|57257|109700|218877|233079|237038|239447|243743|268902,Ackr3|S1pr1|Hgf|Nr4a1|Hoxb9|Ccn1|Il1b|Kit|Lox|Ccn3|Nrp2|Ntn1|Pde4b|Enpp2|Pgf|Scg2|Ccl11|Ccl9|Sema4c|Slit3|Tgfb2|Cxcl13|Vav3|Itga1|Sema3g|Ffar2|Nox1|Colec10|Plxna4|Robo2,-5.2,Down
GO Biological Processes,19,GO:0010594,regulation of endothelial cell migration,19_GO:0040011 locomotion,-7.6,4.3,7.4,21222,185,565,21,3.7,0.8,14182|14461|14645|15507|16000|16819|18127|18128|19130|19274|20692|23797|23892|55985|66214|70945|71093|75723|80837|101401|381290,Fgfr1|Gata2|Glul|Hspb1|Igf1|Lcn2|Nos3|Notch1|Prox1|Ptprm|Sparc|Akt3|Grem1|Cxcl13|Rgcc|Mmrn1|Atoh8|Amotl1|Rhoj|Adamts9|Atp2b4,-5.1,Down
GO Biological Processes,19,GO:0048598,embryonic morphogenesis,19_GO:0032502 developmental process,-7.6,2.5,6.5,21222,684,565,45,8,1.1,12614|12837|13132|14182|14268|14461|14634|15227|15284|15410|15414|15417|15530|16007|16402|16450|16776|16911|18012|18128|18129|18208|18514|19130|19252|20353|20377|20692|21804|21808|22415|23892|23893|23966|26564|50768|58234|59036|68151|71093|71461|73750|106042|270685|380718,Celsr1|Col8a1|Dab2|Fgfr1|Fn1|Gata2|Gli3|Foxf1|Hlx|Hoxb3|Hoxb6|Hoxb9|Hspg2|Ccn1|Itga5|Jag2|Lama5|Lmo4|Neurod1|Notch1|Notch2|Ntn1|Pbx1|Prox1|Dusp1|Sema4c|Sfrp1|Sparc|Tgfb1i1|Tgfb2|Wnt3|Grem1|Grem2|Tenm4|Ror2|Dlc1|Shank3|Dact1|Wls|Atoh8|Ptk7|Whrn|Prickle1|Mthfd1l|Mks1,-5.1,Down
GO Biological Processes,19,GO:0051702,biological process involved in interaction with symbiont,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.6,7.9,8.6,21222,57,565,12,2.1,0.61,13226|13237|13239|14268|23855|68009|503491|626708|100038927|100041787|100041952|100294660,Defa31|Defa3|Defa5|Fn1|Defa17|Defa20|Defa24|Defa26|Defa30|Defa40|Defa34|Defa2,-5.1,Down
GO Biological Processes,19,GO:0002009,morphogenesis of an epithelium,19_GO:0032502 developmental process,-7.5,2.6,6.5,21222,571,565,40,7.1,1.1,12505|12614|14160|14182|14634|14726|15227|16000|16402|16450|16776|16911|17313|18128|18129|18208|18514|18654|19130|20292|20353|20377|21804|21808|23892|50768|54612|54710|58234|71461|76905|106042|192176|231532|236266|268527|269152|270685|380718|381157,Cd44|Celsr1|Lgr5|Fgfr1|Gli3|Pdpn|Foxf1|Igf1|Itga5|Jag2|Lama5|Lmo4|Mgp|Notch1|Notch2|Ntn1|Pbx1|Pgf|Prox1|Ccl11|Sema4c|Sfrp1|Tgfb1i1|Tgfb2|Grem1|Dlc1|Sfrp5|Hs3st3b1|Shank3|Ptk7|Lrg1|Prickle1|Flna|Arhgap24|Alms1|Greb1|Kif26b|Mthfd1l|Mks1|Greb1l,-5,Down
GO Biological Processes,19,GO:0050769,positive regulation of neurogenesis,19_GO:0032502 developmental process,-7.3,3.2,6.7,21222,324,565,28,5,0.91,14268|14634|16000|16176|16590|17762|18011|18080|18088|18128|18208|18223|18606|19317|19716|20720|22368|22415|23966|56320|58234|68151|108100|233064|235611|268902|320563|382253,Fn1|Gli3|Igf1|Il1b|Kit|Mapt|Neurl1a|Nin|Nkx2-2|Notch1|Ntn1|Numbl|Enpp2|Qki|Bex1|Serpine2|Trpv2|Wnt3|Tenm4|Dbn1|Shank3|Wls|Baiap2|Wdr62|Plxnb1|Robo2|Islr2|Cdkl5,-4.8,Down
GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,19_GO:0009987 cellular process,-7.2,2.6,6.4,21222,540,565,38,6.7,1.1,13609|13824|14163|14245|16590|17880|19130|20292|20377|22240|23921|50768|50876|56320|67399|68075|68794|69538|70549|71461|75723|77569|77579|80837|93689|102866|108100|109042|109624|109711|192176|207212|226041|231646|232227|236920|320712|330267,S1pr1|Epb41l4a|Fgd1|Lpin1|Kit|Myh11|Prox1|Ccl11|Sfrp1|Dpysl3|Sh2b2|Dlc1|Tmod2|Dbn1|Pdlim7|Lurap1|Flnc|Antxr1|Tln2|Ptk7|Amotl1|Limch1|Myh10|Rhoj|Lmod1|Pls3|Baiap2|Cavin3|Cald1|Actn1|Flna|Arhgef17|Pgm5|Myo1h|Iqsec1|Stard8|Abi3bp|Thsd7a,-4.7,Down
GO Biological Processes,19,GO:0051873,killing by host of symbiont cells,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.2,8.3,8.5,21222,50,565,11,1.9,0.58,13226|13237|13239|23855|68009|503491|626708|100038927|100041787|100041952|100294660,Defa31|Defa3|Defa5|Defa17|Defa20|Defa24|Defa26|Defa30|Defa40|Defa34|Defa2,-4.7,Down
GO Biological Processes,19,GO:0007411,axon guidance,19_GO:0032502 developmental process,-7.1,3.6,6.8,21222,253,565,24,4.2,0.85,13845|14634|16773|16776|16779|16911|17181|18128|18131|18187|18208|19274|20353|20564|21808|22415|68810|77579|117606|218877|243743|268902|269116|665700,Ephb3|Gli3|Lama2|Lama5|Lamb2|Lmo4|Matn2|Notch1|Notch3|Nrp2|Ntn1|Ptprm|Sema4c|Slit3|Tgfb2|Wnt3|Nexn|Myh10|Boc|Sema3g|Plxna4|Robo2|Nfasc|Hmcn2,-4.6,Down
GO Biological Processes,19,GO:0097485,neuron projection guidance,19_GO:0032502 developmental process,-7,3.5,6.8,21222,254,565,24,4.2,0.85,13845|14634|16773|16776|16779|16911|17181|18128|18131|18187|18208|19274|20353|20564|21808|22415|68810|77579|117606|218877|243743|268902|269116|665700,Ephb3|Gli3|Lama2|Lama5|Lamb2|Lmo4|Matn2|Notch1|Notch3|Nrp2|Ntn1|Ptprm|Sema4c|Slit3|Tgfb2|Wnt3|Nexn|Myh10|Boc|Sema3g|Plxna4|Robo2|Nfasc|Hmcn2,-4.6,Down
GO Biological Processes,19,GO:0030111,regulation of Wnt signaling pathway,19_GO:0050896 response to stimulus,-6.9,3.1,6.5,21222,337,565,28,5,0.91,13132|13653|14160|14371|14634|14783|18128|20377|22402|22415|23892|26564|54612|59036|66241|68010|68151|71461|83675|106042|207181|229473|240725|319478|330096|380718|494504|666048,Dab2|Egr1|Lgr5|Fzd9|Gli3|Grb10|Notch1|Sfrp1|Ccn4|Wnt3|Grem1|Ror2|Sfrp5|Dact1|Tmem9|Bambi|Wls|Ptk7|Bicc1|Prickle1|Rbms3|Tmem131l|Sulf1|Cxxc4|Shisa3|Mks1|Apcdd1|Trabd2b,-4.5,Down
GO Biological Processes,19,GO:0001822,kidney development,19_GO:0032502 developmental process,-6.8,3,6.4,21222,362,565,29,5.1,0.93,11504|11898|12505|13003|13653|14182|14634|14859|16523|16776|16779|18128|18129|18131|18514|18654|19130|20377|21808|23892|23948|54710|71461|83396|83675|240725|268902|269152|381157,Adamts1|Ass1|Cd44|Vcan|Egr1|Fgfr1|Gli3|Gsta3|Kcnj8|Lama5|Lamb2|Notch1|Notch2|Notch3|Pbx1|Pgf|Prox1|Sfrp1|Tgfb2|Grem1|Mmp17|Hs3st3b1|Ptk7|Glis2|Bicc1|Sulf1|Robo2|Kif26b|Greb1l,-4.4,Down
GO Biological Processes,19,GO:0050807,regulation of synapse organization,19_GO:0050789 regulation of biological process,-6.5,2.8,6.1,21222,417,565,31,5.5,0.96,12505|13845|14182|16180|18011|18187|18208|18223|19122|19280|20353|20692|22359|26564|54216|56320|58234|59036|68404|74480|77097|77579|106042|108100|117600|170757|216856|232227|320712|330814|382253,Cd44|Ephb3|Fgfr1|Il1rap|Neurl1a|Nrp2|Ntn1|Numbl|Prnp|Ptprs|Sema4c|Sparc|Vldlr|Ror2|Pcdh7|Dbn1|Shank3|Dact1|Nrn1|Samd4|Tanc2|Myh10|Prickle1|Baiap2|Srgap1|Adgrl4|Nlgn2|Iqsec1|Abi3bp|Adgrl1|Cdkl5,-4.1,Down
GO Biological Processes,19,GO:0010718,positive regulation of epithelial to mesenchymal transition,19_GO:0032502 developmental process,-6.4,7,7.6,21222,59,565,11,1.9,0.58,13132|14726|16176|18128|21804|21808|56177|66214|68010|76905|94352,Dab2|Pdpn|Il1b|Notch1|Tgfb1i1|Tgfb2|Olfm1|Rgcc|Bambi|Lrg1|Loxl2,-4,Down
GO Biological Processes,19,GO:0001657,ureteric bud development,19_GO:0032502 developmental process,-6.4,5.3,7.1,21222,100,565,14,2.5,0.65,12505|13003|14182|14634|14859|16776|18514|18654|20377|23892|54710|268902|269152|381157,Cd44|Vcan|Fgfr1|Gli3|Gsta3|Lama5|Pbx1|Pgf|Sfrp1|Grem1|Hs3st3b1|Robo2|Kif26b|Greb1l,-4,Down
GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,19_GO:0065007 biological regulation,-6.3,2.7,6,21222,426,565,31,5.5,0.96,12505|13845|14182|16180|18011|18187|18208|18223|19122|19280|20353|20692|22359|26564|54216|56320|58234|59036|68404|74480|77097|77579|106042|108100|117600|170757|216856|232227|320712|330814|382253,Cd44|Ephb3|Fgfr1|Il1rap|Neurl1a|Nrp2|Ntn1|Numbl|Prnp|Ptprs|Sema4c|Sparc|Vldlr|Ror2|Pcdh7|Dbn1|Shank3|Dact1|Nrn1|Samd4|Tanc2|Myh10|Prickle1|Baiap2|Srgap1|Adgrl4|Nlgn2|Iqsec1|Abi3bp|Adgrl1|Cdkl5,-3.9,Down
GO Biological Processes,19,GO:0032757,positive regulation of interleukin-8 production,19_GO:0048518 positive regulation of biological process,-6.2,5.5,7.1,21222,88,565,13,2.3,0.63,13226|13237|13239|16176|23855|193740|233079|503491|626708|100038927|100041787|100041952|100294660,Defa31|Defa3|Defa5|Il1b|Defa17|Hspa1a|Ffar2|Defa24|Defa26|Defa30|Defa40|Defa34|Defa2,-3.8,Down
GO Biological Processes,19,GO:0072163,mesonephric epithelium development,19_GO:0032502 developmental process,-6.2,5.1,6.9,21222,104,565,14,2.5,0.65,12505|13003|14182|14634|14859|16776|18514|18654|20377|23892|54710|268902|269152|381157,Cd44|Vcan|Fgfr1|Gli3|Gsta3|Lama5|Pbx1|Pgf|Sfrp1|Grem1|Hs3st3b1|Robo2|Kif26b|Greb1l,-3.8,Down
GO Biological Processes,19,GO:0072164,mesonephric tubule development,19_GO:0032502 developmental process,-6.2,5.1,6.9,21222,104,565,14,2.5,0.65,12505|13003|14182|14634|14859|16776|18514|18654|20377|23892|54710|268902|269152|381157,Cd44|Vcan|Fgfr1|Gli3|Gsta3|Lama5|Pbx1|Pgf|Sfrp1|Grem1|Hs3st3b1|Robo2|Kif26b|Greb1l,-3.8,Down
GO Biological Processes,19,GO:0060485,mesenchyme development,19_GO:0032502 developmental process,-6.1,3.3,6.1,21222,264,565,23,4.1,0.83,14170|14182|14268|15227|16776|17285|18127|18128|18187|20353|20377|21808|21859|23794|56177|67888|71461|94352|106042|192176|218877|227059|268902,Fgf15|Fgfr1|Fn1|Foxf1|Lama5|Meox1|Nos3|Notch1|Nrp2|Sema4c|Sfrp1|Tgfb2|Timp3|Adamts5|Olfm1|Tmem100|Ptk7|Loxl2|Prickle1|Flna|Sema3g|Slc39a10|Robo2,-3.8,Down
