Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-23,3.7,13,21222,793,565,78,14,1.5,12505|12614|12778|12837|13609|13845|14160|14182|14268|14370|14461|14634|14645|14726|15227|15284|15370|15410|15530|16000|16007|16402|16776|16847|16911|16948|17313|18127|18128|18129|18131|18133|18187|18208|18514|18576|18654|19130|19317|19883|20254|20292|20353|20377|20692|21808|23892|24052|26903|50768|54409|54612|54710|57257|58234|59036|67888|71093|71461|75723|77446|80837|84004|94352|101401|106042|121021|192176|219033|223864|231532|237038|269152|270685|330267|380718|381157|381823,Cd44|Celsr1|Ackr3|Col8a1|S1pr1|Ephb3|Lgr5|Fgfr1|Fn1|Fzd8|Gata2|Gli3|Glul|Pdpn|Foxf1|Hlx|Nr4a1|Hoxb3|Hspg2|Igf1|Ccn1|Itga5|Lama5|Lepr|Lmo4|Lox|Mgp|Nos3|Notch1|Notch2|Notch3|Ccn3|Nrp2|Ntn1|Pbx1|Pde3b|Pgf|Prox1|Qki|Rora|Scg2|Ccl11|Sema4c|Sfrp1|Sparc|Tgfb2|Grem1|Sgcd|Dysf|Dlc1|Ramp2|Sfrp5|Hs3st3b1|Vav3|Shank3|Dact1|Tmem100|Atoh8|Ptk7|Amotl1|Heg1|Rhoj|Mcam|Loxl2|Adamts9|Prickle1|Cspg4|Flna|Ang4|Rapgef3|Arhgap24|Nox1|Kif26b|Mthfd1l|Thsd7a|Mks1|Greb1l|Apold1,-19,Down
Reactome Gene Sets,6,R-MMU-1462054,Alpha-defensins,,-23,22,20,21222,34,565,20,3.5,0.78,13226|13237|23855|66298|68009|382000|382059|503491|626708|634825|665927|665956|100038927|100041688|100041759|100041787|100041890|100041895|100041952|100862126,Defa31|Defa3|Defa17|Defa21|Defa20|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa43|Defa30|Defa35|Defa41|Defa40|Defa32|Defa37|Defa34|Defa36,-19,Down
GO Biological Processes,19,GO:0051673,disruption of plasma membrane integrity in another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-20,17,18,21222,43,565,20,3.5,0.78,13218|13226|13237|13239|23855|66298|68009|382000|382059|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,Defa29|Defa31|Defa3|Defa5|Defa17|Defa21|Defa20|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-16,Down
GO Biological Processes,19,GO:0140975,disruption of cellular anatomical structure in another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-20,17,18,21222,43,565,20,3.5,0.78,13218|13226|13237|13239|23855|66298|68009|382000|382059|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,Defa29|Defa31|Defa3|Defa5|Defa17|Defa21|Defa20|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-16,Down
GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-18,3.7,11,21222,646,565,63,11,1.3,12778|12837|13609|13653|13845|14182|14268|14370|14461|14612|14634|14645|14726|15227|15370|15410|15530|16000|16007|16402|16523|16847|16948|18127|18128|18129|18131|18133|18187|18576|18654|19130|19317|19883|20254|21808|23892|24046|24052|26903|54409|57257|64817|67888|69538|71461|75723|77446|77579|80837|84004|94352|101401|106042|121021|192176|219033|223864|231532|237038|268902|330267|381823,Ackr3|Col8a1|S1pr1|Egr1|Ephb3|Fgfr1|Fn1|Fzd8|Gata2|Gja4|Gli3|Glul|Pdpn|Foxf1|Nr4a1|Hoxb3|Hspg2|Igf1|Ccn1|Itga5|Kcnj8|Lepr|Lox|Nos3|Notch1|Notch2|Notch3|Ccn3|Nrp2|Pde3b|Pgf|Prox1|Qki|Rora|Scg2|Tgfb2|Grem1|Scn11a|Sgcd|Dysf|Ramp2|Vav3|Svep1|Tmem100|Antxr1|Ptk7|Amotl1|Heg1|Myh10|Rhoj|Mcam|Loxl2|Adamts9|Prickle1|Cspg4|Flna|Ang4|Rapgef3|Arhgap24|Nox1|Robo2|Thsd7a|Apold1,-15,Down
Reactome Gene Sets,6,R-MMU-1461973,Defensins,,-18,15,16,21222,51,565,20,3.5,0.78,13226|13237|23855|66298|68009|382000|382059|503491|626708|634825|665927|665956|100038927|100041688|100041759|100041787|100041890|100041895|100041952|100862126,Defa31|Defa3|Defa17|Defa21|Defa20|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa43|Defa30|Defa35|Defa41|Defa40|Defa32|Defa37|Defa34|Defa36,-15,Down
GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-18,3.7,11,21222,604,565,60,11,1.3,12778|12837|13609|13653|13845|14182|14268|14370|14461|14612|14634|14645|15227|15370|15410|15530|16007|16402|16523|16847|16948|18127|18128|18129|18131|18133|18187|18576|18654|19130|19317|19883|20254|21808|23892|24046|24052|26903|54409|57257|67888|69538|71461|75723|77446|77579|80837|84004|94352|101401|106042|121021|192176|219033|223864|231532|237038|268902|330267|381823,Ackr3|Col8a1|S1pr1|Egr1|Ephb3|Fgfr1|Fn1|Fzd8|Gata2|Gja4|Gli3|Glul|Foxf1|Nr4a1|Hoxb3|Hspg2|Ccn1|Itga5|Kcnj8|Lepr|Lox|Nos3|Notch1|Notch2|Notch3|Ccn3|Nrp2|Pde3b|Pgf|Prox1|Qki|Rora|Scg2|Tgfb2|Grem1|Scn11a|Sgcd|Dysf|Ramp2|Vav3|Tmem100|Antxr1|Ptk7|Amotl1|Heg1|Myh10|Rhoj|Mcam|Loxl2|Adamts9|Prickle1|Cspg4|Flna|Ang4|Rapgef3|Arhgap24|Nox1|Robo2|Thsd7a|Apold1,-14,Down
KEGG Pathway,24,mmu05150,Staphylococcus aureus infection - Mus musculus (house mouse),,-16,7.9,13,21222,128,565,27,4.8,0.9,12268|13218|13226|13237|13239|15894|20344|23855|66298|68009|382000|382059|503491|626708|634825|665927|665956|100038927|100041688|100041759|100041787|100041890|100041895|100041952|100294660|100505096|100862126,C4b|Defa29|Defa31|Defa3|Defa5|Icam1|Selp|Defa17|Defa21|Defa20|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa43|Defa30|Defa35|Defa41|Defa40|Defa32|Defa37|Defa34|Defa2|Defa33|Defa36,-13,Down
Reactome Gene Sets,6,R-MMU-6803157,Antimicrobial peptides,,-16,9.7,14,21222,89,565,23,4.1,0.83,13226|13237|16429|16819|18780|23855|66298|68009|382000|382059|503491|626708|634825|665927|665956|100038927|100041688|100041759|100041787|100041890|100041895|100041952|100862126,Defa31|Defa3|Itln1|Lcn2|Pla2g2a|Defa17|Defa21|Defa20|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa43|Defa30|Defa35|Defa41|Defa40|Defa32|Defa37|Defa34|Defa36,-13,Down
GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-16,3.9,11,21222,486,565,50,8.8,1.2,12778|12837|13609|13845|14182|14268|14370|14461|14645|15227|15370|15410|15530|16007|16402|16847|16948|18127|18128|18129|18131|18133|18187|18576|18654|19130|19317|19883|20254|21808|23892|24052|26903|54409|57257|67888|75723|77446|80837|84004|94352|101401|121021|192176|219033|223864|231532|237038|330267|381823,Ackr3|Col8a1|S1pr1|Ephb3|Fgfr1|Fn1|Fzd8|Gata2|Glul|Foxf1|Nr4a1|Hoxb3|Hspg2|Ccn1|Itga5|Lepr|Lox|Nos3|Notch1|Notch2|Notch3|Ccn3|Nrp2|Pde3b|Pgf|Prox1|Qki|Rora|Scg2|Tgfb2|Grem1|Sgcd|Dysf|Ramp2|Vav3|Tmem100|Amotl1|Heg1|Rhoj|Mcam|Loxl2|Adamts9|Cspg4|Flna|Ang4|Rapgef3|Arhgap24|Nox1|Thsd7a|Apold1,-12,Down
GO Biological Processes,19,GO:0019731,antibacterial humoral response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-15,8.6,13,21222,105,565,24,4.2,0.85,13218|13226|13237|13239|17393|22353|23855|66298|68009|219033|382000|382059|404711|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,Defa29|Defa31|Defa3|Defa5|Mmp7|Vip|Defa17|Defa21|Defa20|Ang4|Defa39|Defa22|Ighg2c|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-12,Down
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-15,3.4,10,21222,624,565,57,10,1.3,11504|11754|12778|13132|13609|13653|14182|14268|14461|14726|15227|15234|15507|15894|16000|16007|16176|16177|16402|16590|16819|17123|17392|17393|18127|18128|18214|18606|18654|18823|19130|19218|20292|20308|20344|20353|20541|20692|21808|22402|23797|23892|26564|26903|55985|71093|75723|80837|83397|84004|140559|192176|218877|223864|232227|233064|237038,Adamts1|Aoc3|Ackr3|Dab2|S1pr1|Egr1|Fgfr1|Fn1|Gata2|Pdpn|Foxf1|Hgf|Hspb1|Icam1|Igf1|Ccn1|Il1b|Il1r1|Itga5|Kit|Lcn2|Madcam1|Mmp3|Mmp7|Nos3|Notch1|Ddr2|Enpp2|Pgf|Plp1|Prox1|Ptger3|Ccl11|Ccl9|Selp|Sema4c|Slc8a1|Sparc|Tgfb2|Ccn4|Akt3|Grem1|Ror2|Dysf|Cxcl13|Atoh8|Amotl1|Rhoj|Akap12|Mcam|Igsf8|Flna|Sema3g|Rapgef3|Iqsec1|Wdr62|Nox1,-12,Down
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-15,3.3,10,21222,652,565,58,10,1.3,11504|11754|12778|13132|13609|13653|14182|14268|14461|14726|15227|15234|15507|15894|16000|16007|16176|16177|16402|16590|16819|17123|17392|17393|18127|18128|18208|18214|18606|18654|18823|19130|19218|20292|20308|20344|20353|20541|20692|21808|22402|23797|23892|26564|26903|55985|71093|75723|80837|83397|84004|140559|192176|218877|223864|232227|233064|237038,Adamts1|Aoc3|Ackr3|Dab2|S1pr1|Egr1|Fgfr1|Fn1|Gata2|Pdpn|Foxf1|Hgf|Hspb1|Icam1|Igf1|Ccn1|Il1b|Il1r1|Itga5|Kit|Lcn2|Madcam1|Mmp3|Mmp7|Nos3|Notch1|Ntn1|Ddr2|Enpp2|Pgf|Plp1|Prox1|Ptger3|Ccl11|Ccl9|Selp|Sema4c|Slc8a1|Sparc|Tgfb2|Ccn4|Akt3|Grem1|Ror2|Dysf|Cxcl13|Atoh8|Amotl1|Rhoj|Akap12|Mcam|Igsf8|Flna|Sema3g|Rapgef3|Iqsec1|Wdr62|Nox1,-12,Down
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-15,3.3,10,21222,673,565,59,10,1.3,11504|11754|12778|13132|13609|13653|14182|14268|14461|14726|15227|15234|15507|15894|16000|16007|16176|16177|16402|16590|16819|17123|17392|17393|18127|18128|18208|18214|18606|18654|18823|19130|19218|20254|20292|20308|20344|20353|20541|20692|21808|22402|23797|23892|26564|26903|55985|71093|75723|80837|83397|84004|140559|192176|218877|223864|232227|233064|237038,Adamts1|Aoc3|Ackr3|Dab2|S1pr1|Egr1|Fgfr1|Fn1|Gata2|Pdpn|Foxf1|Hgf|Hspb1|Icam1|Igf1|Ccn1|Il1b|Il1r1|Itga5|Kit|Lcn2|Madcam1|Mmp3|Mmp7|Nos3|Notch1|Ntn1|Ddr2|Enpp2|Pgf|Plp1|Prox1|Ptger3|Scg2|Ccl11|Ccl9|Selp|Sema4c|Slc8a1|Sparc|Tgfb2|Ccn4|Akt3|Grem1|Ror2|Dysf|Cxcl13|Atoh8|Amotl1|Rhoj|Akap12|Mcam|Igsf8|Flna|Sema3g|Rapgef3|Iqsec1|Wdr62|Nox1,-12,Down
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-15,4.3,10,21222,371,565,42,7.4,1.1,12778|12837|13609|13845|14182|14268|14370|14461|14645|15370|15410|15530|16007|16402|16847|18127|18128|18129|18131|18133|18187|18576|18654|19883|20254|23892|26903|54409|57257|67888|75723|80837|84004|94352|121021|192176|219033|223864|231532|237038|330267|381823,Ackr3|Col8a1|S1pr1|Ephb3|Fgfr1|Fn1|Fzd8|Gata2|Glul|Nr4a1|Hoxb3|Hspg2|Ccn1|Itga5|Lepr|Nos3|Notch1|Notch2|Notch3|Ccn3|Nrp2|Pde3b|Pgf|Rora|Scg2|Grem1|Dysf|Ramp2|Vav3|Tmem100|Amotl1|Rhoj|Mcam|Loxl2|Cspg4|Flna|Ang4|Rapgef3|Arhgap24|Nox1|Thsd7a|Apold1,-12,Down
GO Biological Processes,19,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-14,6.8,12,21222,143,565,26,4.6,0.88,13218|13226|13237|13239|17393|20292|20308|22353|23855|55985|66298|68009|219033|382000|382059|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,Defa29|Defa31|Defa3|Defa5|Mmp7|Ccl11|Ccl9|Vip|Defa17|Cxcl13|Defa21|Defa20|Ang4|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-11,Down
GO Biological Processes,19,GO:0030198,extracellular matrix organization,19_GO:0009987 cellular process,-14,4.9,11,21222,271,565,35,6.2,1,11504|12406|14268|14758|15227|15530|16007|16779|16948|17181|17392|17393|17880|18214|18451|21808|23794|23892|23948|54409|56429|77739|77794|78892|81877|94352|101401|106042|108075|237038|240725|268396|320078|320712|407800,Adamts1|Serpinh1|Fn1|Gpm6b|Foxf1|Hspg2|Ccn1|Lamb2|Lox|Matn2|Mmp3|Mmp7|Myh11|Ddr2|P4ha1|Tgfb2|Adamts5|Grem1|Mmp17|Ramp2|Dpt|Adamtsl1|Adamtsl2|Crispld2|Tnxb|Loxl2|Adamts9|Prickle1|Ltbp4|Nox1|Sulf1|Sh3pxd2b|Olfml2b|Abi3bp|Ecm2,-11,Down
GO Biological Processes,19,GO:0045229,external encapsulating structure organization,19_GO:0009987 cellular process,-14,4.8,11,21222,272,565,35,6.2,1,11504|12406|14268|14758|15227|15530|16007|16779|16948|17181|17392|17393|17880|18214|18451|21808|23794|23892|23948|54409|56429|77739|77794|78892|81877|94352|101401|106042|108075|237038|240725|268396|320078|320712|407800,Adamts1|Serpinh1|Fn1|Gpm6b|Foxf1|Hspg2|Ccn1|Lamb2|Lox|Matn2|Mmp3|Mmp7|Myh11|Ddr2|P4ha1|Tgfb2|Adamts5|Grem1|Mmp17|Ramp2|Dpt|Adamtsl1|Adamtsl2|Crispld2|Tnxb|Loxl2|Adamts9|Prickle1|Ltbp4|Nox1|Sulf1|Sh3pxd2b|Olfml2b|Abi3bp|Ecm2,-11,Down
GO Biological Processes,19,GO:0050829,defense response to Gram-negative bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-14,7,12,21222,134,565,25,4.4,0.87,13218|13226|13237|13239|17110|17393|22353|23855|66298|68009|240518|269855|382000|382059|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,Defa29|Defa31|Defa3|Defa5|Lyz1|Mmp7|Vip|Defa17|Defa21|Defa20|Peli3|Ssc5d|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-11,Down
GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0009987 cellular process,-14,4.8,10,21222,274,565,35,6.2,1,11504|12406|14268|14758|15227|15530|16007|16779|16948|17181|17392|17393|17880|18214|18451|21808|23794|23892|23948|54409|56429|77739|77794|78892|81877|94352|101401|106042|108075|237038|240725|268396|320078|320712|407800,Adamts1|Serpinh1|Fn1|Gpm6b|Foxf1|Hspg2|Ccn1|Lamb2|Lox|Matn2|Mmp3|Mmp7|Myh11|Ddr2|P4ha1|Tgfb2|Adamts5|Grem1|Mmp17|Ramp2|Dpt|Adamtsl1|Adamtsl2|Crispld2|Tnxb|Loxl2|Adamts9|Prickle1|Ltbp4|Nox1|Sulf1|Sh3pxd2b|Olfml2b|Abi3bp|Ecm2,-11,Down
GO Biological Processes,19,GO:0050830,defense response to Gram-positive bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-13,5.9,11,21222,178,565,28,5,0.91,13218|13226|13237|13239|16176|17110|17393|18780|22353|23855|66298|68009|219033|269855|332579|382000|382059|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,Defa29|Defa31|Defa3|Defa5|Il1b|Lyz1|Mmp7|Pla2g2a|Vip|Defa17|Defa21|Defa20|Ang4|Ssc5d|Card9|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-11,Down
KEGG Pathway,24,mmu04621,NOD-like receptor signaling pathway - Mus musculus (house mouse),,-13,5.2,10,21222,216,565,30,5.3,0.94,13218|13226|13237|13239|16176|18798|22368|23855|66298|68009|69538|332579|382000|382059|383619|503491|626708|634825|665927|665956|100038927|100041688|100041759|100041787|100041890|100041895|100041952|100294660|100505096|100862126,Defa29|Defa31|Defa3|Defa5|Il1b|Plcb4|Trpv2|Defa17|Defa21|Defa20|Antxr1|Card9|Defa39|Defa22|Aim2|Defa24|Defa26|Defa38|Defa42|Defa43|Defa30|Defa35|Defa41|Defa40|Defa32|Defa37|Defa34|Defa2|Defa33|Defa36,-10,Down
KEGG Pathway,24,mmu05202,Transcriptional misregulation in cancer - Mus musculus (house mouse),,-12,5,10,21222,226,565,30,5.3,0.94,13218|13226|13237|13239|16000|17342|17392|18514|23855|53623|56312|66298|68009|382000|382059|503491|626708|634825|665927|665956|100038927|100041688|100041759|100041787|100041890|100041895|100041952|100294660|100505096|100862126,Defa29|Defa31|Defa3|Defa5|Igf1|Mitf|Mmp3|Pbx1|Defa17|Gria3|Nupr1|Defa21|Defa20|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa43|Defa30|Defa35|Defa41|Defa40|Defa32|Defa37|Defa34|Defa2|Defa33|Defa36,-9.5,Down
GO Biological Processes,19,GO:0019730,antimicrobial humoral response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-12,5.5,10,21222,185,565,27,4.8,0.9,13218|13226|13237|13239|17393|20292|20308|22353|23855|55985|66298|68009|219033|382000|382059|404711|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,Defa29|Defa31|Defa3|Defa5|Mmp7|Ccl11|Ccl9|Vip|Defa17|Cxcl13|Defa21|Defa20|Ang4|Defa39|Defa22|Ighg2c|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-9.3,Down
GO Biological Processes,19,GO:0006959,humoral immune response,19_GO:0002376 immune system process,-12,4.4,9.5,21222,280,565,33,5.8,0.99,12268|12269|13218|13226|13237|13239|17393|18128|18129|20292|20308|22353|23855|55985|66298|68009|109828|219033|239447|382000|382059|404711|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,C4b|C4bp|Defa29|Defa31|Defa3|Defa5|Mmp7|Notch1|Notch2|Ccl11|Ccl9|Vip|Defa17|Cxcl13|Defa21|Defa20|C7|Ang4|Colec10|Defa39|Defa22|Ighg2c|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-9.2,Down
GO Biological Processes,19,GO:0141060,disruption of anatomical structure in another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-11,5.7,9.6,21222,152,565,23,4.1,0.83,13218|13226|13237|13239|17110|18780|23855|55985|66298|68009|382000|382059|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,Defa29|Defa31|Defa3|Defa5|Lyz1|Pla2g2a|Defa17|Cxcl13|Defa21|Defa20|Defa39|Defa22|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-8,Down
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0009987 cellular process,-11,2.9,8.1,21222,632,565,49,8.7,1.2,12505|13845|14268|14371|14396|16180|16402|16523|16776|16779|17475|17762|18223|19280|21808|21961|23965|23966|27204|50768|54409|56320|58234|59036|64817|67533|69524|70549|70598|73750|77446|77579|83453|93707|94332|102866|106042|109711|192176|216856|219228|225341|232813|235611|238988|243743|268902|269116|665700,Cd44|Ephb3|Fn1|Fzd9|Gabra3|Il1rap|Itga5|Kcnj8|Lama5|Lamb2|Mpdz|Mapt|Numbl|Ptprs|Tgfb2|Tns1|Tenm3|Tenm4|Syn3|Dlc1|Ramp2|Dbn1|Shank3|Dact1|Svep1|Ppfibp1|Esam|Tln2|Filip1|Whrn|Heg1|Myh10|Chrdl1|Pcdhgc4|Cadm3|Pls3|Prickle1|Actn1|Flna|Nlgn2|Pcdh17|Lims2|Shisa7|Plxnb1|Erc2|Plxna4|Robo2|Nfasc|Hmcn2,-7.8,Down
GO Biological Processes,19,GO:0051960,regulation of nervous system development,19_GO:0032502 developmental process,-10,2.9,7.8,21222,593,565,46,8.1,1.2,13845|14245|14268|14461|14634|15234|15410|16000|16176|16180|16590|17762|18011|18080|18088|18128|18208|18223|18606|19130|19280|19317|19716|20292|20720|22068|22368|22415|23966|56320|56741|58234|68151|71918|108100|170757|216856|218877|232227|233064|235611|268902|320027|320563|330814|382253,Ephb3|Lpin1|Fn1|Gata2|Gli3|Hgf|Hoxb3|Igf1|Il1b|Il1rap|Kit|Mapt|Neurl1a|Nin|Nkx2-2|Notch1|Ntn1|Numbl|Enpp2|Prox1|Ptprs|Qki|Bex1|Ccl11|Serpine2|Trpc6|Trpv2|Wnt3|Tenm4|Dbn1|Igdcc4|Shank3|Wls|Zcchc24|Baiap2|Adgrl4|Nlgn2|Sema3g|Iqsec1|Wdr62|Plxnb1|Robo2|Fstl4|Islr2|Adgrl1|Cdkl5,-7.2,Down
GO Biological Processes,19,GO:0030029,actin filament-based process,19_GO:0009987 cellular process,-9.7,2.9,7.6,21222,606,565,46,8.1,1.2,12293|13609|13824|14163|14245|14726|16523|16590|17880|19130|19317|20292|20377|22240|23921|24052|50768|50876|56320|57814|67399|68075|68794|69538|70549|71461|75723|77569|77579|80837|93689|102866|108100|109042|109624|109711|192176|207212|226041|231646|232227|236920|245049|319710|320712|330267,Cacna2d1|S1pr1|Epb41l4a|Fgd1|Lpin1|Pdpn|Kcnj8|Kit|Myh11|Prox1|Qki|Ccl11|Sfrp1|Dpysl3|Sh2b2|Sgcd|Dlc1|Tmod2|Dbn1|Kcne4|Pdlim7|Lurap1|Flnc|Antxr1|Tln2|Ptk7|Amotl1|Limch1|Myh10|Rhoj|Lmod1|Pls3|Baiap2|Cavin3|Cald1|Actn1|Flna|Arhgef17|Pgm5|Myo1h|Iqsec1|Stard8|Myrip|Frmd6|Abi3bp|Thsd7a,-6.9,Down
GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-9.6,2.7,7.5,21222,700,565,50,8.8,1.2,12505|12614|13609|14160|14182|14634|14726|15227|16000|16402|16450|16776|16911|17313|18127|18128|18129|18187|18208|18514|18654|19130|20292|20353|20377|21804|21808|22415|23794|23892|50768|54612|54710|58234|67888|68151|71461|76905|77446|106042|110532|192176|231532|236266|268527|268902|269152|270685|380718|381157,Cd44|Celsr1|S1pr1|Lgr5|Fgfr1|Gli3|Pdpn|Foxf1|Igf1|Itga5|Jag2|Lama5|Lmo4|Mgp|Nos3|Notch1|Notch2|Nrp2|Ntn1|Pbx1|Pgf|Prox1|Ccl11|Sema4c|Sfrp1|Tgfb1i1|Tgfb2|Wnt3|Adamts5|Grem1|Dlc1|Sfrp5|Hs3st3b1|Shank3|Tmem100|Wls|Ptk7|Lrg1|Heg1|Prickle1|Adarb1|Flna|Arhgap24|Alms1|Greb1|Robo2|Kif26b|Mthfd1l|Mks1|Greb1l,-6.8,Down
GO Biological Processes,19,GO:0050808,synapse organization,19_GO:0009987 cellular process,-9.2,3.3,7.7,21222,415,565,36,6.4,1,12505|13845|14371|14396|16180|16523|16776|16779|17762|19280|23965|23966|27204|56320|58234|59036|67533|70549|70598|77579|83453|93707|94332|102866|106042|109711|192176|216856|219228|232813|235611|238988|243743|268902|269116|665700,Cd44|Ephb3|Fzd9|Gabra3|Il1rap|Kcnj8|Lama5|Lamb2|Mapt|Ptprs|Tenm3|Tenm4|Syn3|Dbn1|Shank3|Dact1|Ppfibp1|Tln2|Filip1|Myh10|Chrdl1|Pcdhgc4|Cadm3|Pls3|Prickle1|Actn1|Flna|Nlgn2|Pcdh17|Shisa7|Plxnb1|Erc2|Plxna4|Robo2|Nfasc|Hmcn2,-6.5,Down
GO Biological Processes,19,GO:0001936,regulation of endothelial cell proliferation,19_GO:0050789 regulation of biological process,-9.1,5.2,8.5,21222,153,565,21,3.7,0.8,13166|14182|14461|15370|15530|16000|18654|18780|19130|19274|20254|20292|20692|22353|23797|26903|66214|71093|76905|219033|240725,Dbh|Fgfr1|Gata2|Nr4a1|Hspg2|Igf1|Pgf|Pla2g2a|Prox1|Ptprm|Scg2|Ccl11|Sparc|Vip|Akt3|Dysf|Rgcc|Atoh8|Lrg1|Ang4|Sulf1,-6.4,Down
GO Biological Processes,19,GO:0042742,defense response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-9.1,3.3,7.6,21222,400,565,35,6.2,1,13218|13226|13237|13239|16176|16819|17110|17393|18129|18780|22353|23794|23855|55985|66298|68009|140792|219033|240518|269855|332579|382000|382059|404711|503491|626708|634825|665927|100038927|100041688|100041759|100041787|100041895|100041952|100294660,Defa29|Defa31|Defa3|Defa5|Il1b|Lcn2|Lyz1|Mmp7|Notch2|Pla2g2a|Vip|Adamts5|Defa17|Cxcl13|Defa21|Defa20|Colec12|Ang4|Peli3|Ssc5d|Card9|Defa39|Defa22|Ighg2c|Defa24|Defa26|Defa38|Defa42|Defa30|Defa35|Defa41|Defa40|Defa37|Defa34|Defa2,-6.4,Down
GO Biological Processes,19,GO:0098609,cell-cell adhesion,19_GO:0009987 cellular process,-8.9,3,7.4,21222,489,565,39,6.9,1.1,12505|12614|14726|15227|15894|16007|16176|16180|16402|16590|17123|18133|18208|19274|19280|20344|21808|23965|23966|56741|64817|68810|69524|70549|76905|81877|84004|94332|106042|109700|110351|117606|216856|219228|225341|239447|268902|269116|665700,Cd44|Celsr1|Pdpn|Foxf1|Icam1|Ccn1|Il1b|Il1rap|Itga5|Kit|Madcam1|Ccn3|Ntn1|Ptprm|Ptprs|Selp|Tgfb2|Tenm3|Tenm4|Igdcc4|Svep1|Nexn|Esam|Tln2|Lrg1|Tnxb|Mcam|Cadm3|Prickle1|Itga1|Rap1gap|Boc|Nlgn2|Pcdh17|Lims2|Colec10|Robo2|Nfasc|Hmcn2,-6.2,Down
