Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-2.7,2.8,3.6,30284,530,225,11,4.9,1.4,1845|2010|3690|3987|7122|7429|8895|10399|26060|51552|57175,DUSP3|EMD|ITGB3|LIMS1|CLDN5|VIL1|CPNE3|RACK1|APPL1|RAB14|CORO1B,-1.2,down
KEGG Pathway,24,hsa04152,AMPK signaling pathway,,-2.7,5.5,4.3,30284,122,225,5,2.2,0.98,5214|5515|10890|51552|51719,PFKP|PPP2CA|RAB10|RAB14|CAB39,-1.2,down
WikiPathways,27,WP4549,Fragile X syndrome,,-2.7,5.5,4.3,30284,122,225,5,2.2,0.98,1845|1973|5530|5573|8536,DUSP3|EIF4A1|PPP3CA|PRKAR1A|CAMK1,-1.2,down
Canonical Pathways,11,M86,PID ARF6 PATHWAY,,-2.7,12,5.4,30284,35,225,3,1.3,0.76,1950|3674|3690,EGF|ITGA2B|ITGB3,-1.2,down
GO Biological Processes,19,GO:0048147,negative regulation of fibroblast proliferation,19_GO:0048519 negative regulation of biological process,-2.7,12,5.4,30284,35,225,3,1.3,0.76,2010|2495|2950,EMD|FTH1|GSTP1,-1.2,down
GO Biological Processes,19,GO:0009156,ribonucleoside monophosphate biosynthetic process,19_GO:0009987 cellular process,-2.7,12,5.4,30284,35,225,3,1.3,0.76,271|353|51727,AMPD2|APRT|CMPK1,-1.2,down
Canonical Pathways,11,M249,PID PI3KCI AKT PATHWAY,,-2.7,12,5.4,30284,35,225,3,1.3,0.76,7531|7533|7534,YWHAE|YWHAH|YWHAZ,-1.2,down
Canonical Pathways,11,M160,PID AVB3 INTEGRIN PATHWAY,,-2.6,7.3,4.7,30284,74,225,4,1.8,0.88,3611|3690|7094|50848,ILK|ITGB3|TLN1|F11R,-1.2,down
Reactome Gene Sets,6,R-HSA-9013404,RAC2 GTPase cycle,,-2.6,7.3,4.7,30284,74,225,4,1.8,0.88,392|396|2010|7879,ARHGAP1|ARHGDIA|EMD|RAB7A,-1.2,down
GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.6,2.8,3.6,30284,533,225,11,4.9,1.4,637|998|1845|1950|2273|5515|5720|5777|7531|8766|26060,BID|CDC42|DUSP3|EGF|FHL1|PPP2CA|PSME1|PTPN6|YWHAE|RAB11A|APPL1,-1.2,down
Reactome Gene Sets,6,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,,-2.6,4.5,4.1,30284,179,225,6,2.7,1.1,4900|5331|5573|8536|9647|10383,NRGN|PLCB3|PRKAR1A|CAMK1|PPM1F|TUBB4B,-1.2,down
Reactome Gene Sets,6,R-HSA-8856688,Golgi-to-ER retrograde transport,,-2.6,5.5,4.3,30284,123,225,5,2.2,0.98,377|381|10383|51560|81876,ARF3|ARF5|TUBB4B|RAB6B|RAB1B,-1.2,down
Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-2.6,3.2,3.7,30284,381,225,9,4,1.3,1265|1845|3312|4478|5700|5701|6813|7534|9446,CNN2|DUSP3|HSPA8|MSN|PSMC1|PSMC2|STXBP2|YWHAZ|GSTO1,-1.2,down
GO Biological Processes,19,GO:0050670,regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-2.6,3.9,3.9,30284,243,225,7,3.1,1.2,637|4067|5530|5573|5777|6469|8440,BID|LYN|PPP3CA|PRKAR1A|PTPN6|SHH|NCK2,-1.2,down
GO Biological Processes,19,GO:0006986,response to unfolded protein,19_GO:0050896 response to stimulus,-2.6,5.4,4.3,30284,124,225,5,2.2,0.98,3303|3312|3326|7873|55432,HSPA1A|HSPA8|HSP90AB1|MANF|YOD1,-1.2,down
Reactome Gene Sets,6,R-HSA-9013423,RAC3 GTPase cycle,,-2.6,7.2,4.6,30284,75,225,4,1.8,0.88,392|397|2010|7879,ARHGAP1|ARHGDIB|EMD|RAB7A,-1.2,down
GO Biological Processes,19,GO:0090559,regulation of membrane permeability,19_GO:0065007 biological regulation,-2.6,7.2,4.6,30284,75,225,4,1.8,0.88,637|3303|10015|50848,BID|HSPA1A|PDCD6IP|F11R,-1.2,down
WikiPathways,27,WP2118,Arrhythmogenic right ventricular cardiomyopathy,,-2.6,7.2,4.6,30284,75,225,4,1.8,0.88,2010|3655|3674|3690,EMD|ITGA6|ITGA2B|ITGB3,-1.2,down
GO Biological Processes,19,GO:1903034,regulation of response to wounding,19_GO:0050896 response to stimulus,-2.6,4.5,4,30284,181,225,6,2.7,1.1,239|2316|5345|5777|7429|84959,ALOX12|FLNA|SERPINF2|PTPN6|VIL1|UBASH3B,-1.2,down
Canonical Pathways,11,M271,PID PI3K PLC TRK PATHWAY,,-2.6,11,5.3,30284,36,225,3,1.3,0.76,7531|7533|7534,YWHAE|YWHAH|YWHAZ,-1.2,down
Reactome Gene Sets,6,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,,-2.6,11,5.3,30284,36,225,3,1.3,0.76,3690|5037|7094,ITGB3|PEBP1|TLN1,-1.2,down
Reactome Gene Sets,6,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,,-2.6,11,5.3,30284,36,225,3,1.3,0.76,3690|5037|7094,ITGB3|PEBP1|TLN1,-1.2,down
Reactome Gene Sets,6,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,,-2.6,11,5.3,30284,36,225,3,1.3,0.76,1265|4478|9446,CNN2|MSN|GSTO1,-1.2,down
GO Biological Processes,19,GO:2000765,regulation of cytoplasmic translation,19_GO:0050789 regulation of biological process,-2.6,11,5.3,30284,36,225,3,1.3,0.76,5315|6451|10605,PKM|SH3BGRL|PAIP1,-1.2,down
Reactome Gene Sets,6,R-HSA-9696270,RND2 GTPase cycle,,-2.6,11,5.3,30284,36,225,3,1.3,0.76,392|9352|10726,ARHGAP1|TXNL1|NUDC,-1.2,down
Reactome Gene Sets,6,R-HSA-9649948,Signaling downstream of RAS mutants,,-2.6,11,5.3,30284,36,225,3,1.3,0.76,3690|5037|7094,ITGB3|PEBP1|TLN1,-1.2,down
Reactome Gene Sets,6,R-HSA-6802949,Signaling by RAS mutants,,-2.6,11,5.3,30284,36,225,3,1.3,0.76,3690|5037|7094,ITGB3|PEBP1|TLN1,-1.2,down
GO Biological Processes,19,GO:0001952,regulation of cell-matrix adhesion,19_GO:0050789 regulation of biological process,-2.6,5.4,4.2,30284,125,225,5,2.2,0.98,1845|3690|3987|7094|9647,DUSP3|ITGB3|LIMS1|TLN1|PPM1F,-1.2,down
GO Biological Processes,19,GO:0050818,regulation of coagulation,19_GO:0032501 multicellular organismal process,-2.6,7.1,4.6,30284,76,225,4,1.8,0.88,239|308|5345|84959,ALOX12|ANXA5|SERPINF2|UBASH3B,-1.2,down
WikiPathways,27,WP4949,16p11 2 proximal deletion syndrome,,-2.6,7.1,4.6,30284,76,225,4,1.8,0.88,4478|5515|7203|8479,MSN|PPP2CA|CCT3|HIRIP3,-1.2,down
Reactome Gene Sets,6,R-HSA-193704,p75 NTR receptor-mediated signalling,,-2.6,7.1,4.6,30284,76,225,4,1.8,0.88,396|7531|8997|10672,ARHGDIA|YWHAE|KALRN|GNA13,-1.2,down
GO Biological Processes,19,GO:0031647,regulation of protein stability,19_GO:0065007 biological regulation,-2.6,3.1,3.7,30284,386,225,9,4,1.3,2316|3303|3312|3326|5216|7203|7534|11315|23011,FLNA|HSPA1A|HSPA8|HSP90AB1|PFN1|CCT3|YWHAZ|PARK7|RAB21,-1.2,down
GO Biological Processes,19,GO:0002009,morphogenesis of an epithelium,19_GO:0032502 developmental process,-2.6,2.9,3.6,30284,462,225,10,4.4,1.4,998|1950|2316|3611|3690|4478|5216|6469|10672|10890,CDC42|EGF|FLNA|ILK|ITGB3|MSN|PFN1|SHH|GNA13|RAB10,-1.2,down
GO Biological Processes,19,GO:0042391,regulation of membrane potential,19_GO:0065007 biological regulation,-2.6,2.9,3.6,30284,463,225,10,4.4,1.4,637|2273|2316|5530|6717|7531|7533|10399|11315|30845,BID|FHL1|FLNA|PPP3CA|SRI|YWHAE|YWHAH|RACK1|PARK7|EHD3,-1.1,down
GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,19_GO:0032502 developmental process,-2.6,3.8,3.8,30284,247,225,7,3.1,1.2,4478|4627|7429|10672|23011|50848|57175,MSN|MYH9|VIL1|GNA13|RAB21|F11R|CORO1B,-1.1,down
Reactome Gene Sets,6,R-HSA-9725554,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin,,-2.6,11,5.2,30284,37,225,3,1.3,0.76,1950|3655|5650,EGF|ITGA6|KLK7,-1.1,down
GO Biological Processes,19,GO:0045216,cell-cell junction organization,19_GO:0009987 cellular process,-2.6,4.4,4,30284,184,225,6,2.7,1.1,998|2316|3987|7094|7122|10015,CDC42|FLNA|LIMS1|TLN1|CLDN5|PDCD6IP,-1.1,down
GO Biological Processes,19,GO:0042129,regulation of T cell proliferation,19_GO:0002376 immune system process,-2.6,4.4,4,30284,184,225,6,2.7,1.1,637|5530|5573|5777|6469|8440,BID|PPP3CA|PRKAR1A|PTPN6|SHH|NCK2,-1.1,down
Reactome Gene Sets,6,R-HSA-9734767,Developmental Cell Lineages,,-2.6,7,4.6,30284,77,225,4,1.8,0.88,1950|3655|5650|6469,EGF|ITGA6|KLK7|SHH,-1.1,down
GO Biological Processes,19,GO:0014902,myotube differentiation,19_GO:0032502 developmental process,-2.6,7,4.6,30284,77,225,4,1.8,0.88,2876|4627|5530|6469,GPX1|MYH9|PPP3CA|SHH,-1.1,down
GO Biological Processes,19,GO:0009123,nucleoside monophosphate metabolic process,19_GO:0009987 cellular process,-2.6,7,4.6,30284,77,225,4,1.8,0.88,271|353|1890|51727,AMPD2|APRT|TYMP|CMPK1,-1.1,down
Reactome Gene Sets,6,R-HSA-9730414,MITF-M-regulated melanocyte development,,-2.6,5.3,4.2,30284,127,225,5,2.2,0.98,2766|7329|7531|7533|7534,GMPR|UBE2I|YWHAE|YWHAH|YWHAZ,-1.1,down
WikiPathways,27,WP2003,miR targeted genes in leukocytes,,-2.6,5.3,4.2,30284,127,225,5,2.2,0.98,396|1465|5315|5878|10672,ARHGDIA|CSRP1|PKM|RAB5C|GNA13,-1.1,down
Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-2.6,2.6,3.5,30284,627,225,12,5.3,1.5,2923|3937|5700|5701|7317|7318|7534|7879|9520|10235|10383|81559,PDIA3|LCP2|PSMC1|PSMC2|UBA1|UBA7|YWHAZ|RAB7A|NPEPPS|RASGRP2|TUBB4B|TRIM11,-1.1,down
GO Biological Processes,19,GO:0006511,ubiquitin-dependent protein catabolic process,19_GO:0009987 cellular process,-2.6,2.7,3.5,30284,546,225,11,4.9,1.4,5700|5701|5715|6451|6500|6921|7317|7329|51652|55968|130617,PSMC1|PSMC2|PSMD9|SH3BGRL|SKP1|ELOC|UBA1|UBE2I|CHMP3|NSFL1C|ZFAND2B,-1.1,down
GO Biological Processes,19,GO:0046434,organophosphate catabolic process,19_GO:0009987 cellular process,-2.6,4.3,4,30284,186,225,6,2.7,1.1,1890|2023|5214|5223|5315|7167,TYMP|ENO1|PFKP|PGAM1|PKM|TPI1,-1.1,down
GO Biological Processes,19,GO:0007265,Ras protein signal transduction,19_GO:0050896 response to stimulus,-2.6,6.9,4.5,30284,78,225,4,1.8,0.88,2782|5899|10235|11315,GNB1|RALB|RASGRP2|PARK7,-1.1,down
KEGG Pathway,24,hsa05100,Bacterial invasion of epithelial cells,,-2.6,6.9,4.5,30284,78,225,4,1.8,0.88,998|3611|10093|10096,CDC42|ILK|ARPC4|ACTR3,-1.1,down
Reactome Gene Sets,6,R-HSA-3371556,Cellular response to heat stress,,-2.6,6.9,4.5,30284,78,225,4,1.8,0.88,3303|3312|3326|7531,HSPA1A|HSPA8|HSP90AB1|YWHAE,-1.1,down
Canonical Pathways,11,M241,PID RAC1 REG PATHWAY,,-2.6,11,5.1,30284,38,225,3,1.3,0.76,392|396|8997,ARHGAP1|ARHGDIA|KALRN,-1.1,down
Reactome Gene Sets,6,R-HSA-9604323,Negative regulation of NOTCH4 signaling,,-2.6,11,5.1,30284,38,225,3,1.3,0.76,5700|5701|7534,PSMC1|PSMC2|YWHAZ,-1.1,down
GO Biological Processes,19,GO:0043243,positive regulation of protein-containing complex disassembly,19_GO:0048518 positive regulation of biological process,-2.6,11,5.1,30284,38,225,3,1.3,0.76,1984|7429|11034,EIF5A|VIL1|DSTN,-1.1,down
Reactome Gene Sets,6,R-HSA-5362768,Hh mutants are degraded by ERAD,,-2.6,11,5.1,30284,38,225,3,1.3,0.76,5700|5701|6469,PSMC1|PSMC2|SHH,-1.1,down
WikiPathways,27,WP2371,Parkinson 39 s disease pathway,,-2.6,11,5.1,30284,38,225,3,1.3,0.76,7317|7318|11315,UBA1|UBA7|PARK7,-1.1,down
GO Biological Processes,19,GO:0009896,positive regulation of catabolic process,19_GO:0048518 positive regulation of biological process,-2.5,2.6,3.4,30284,631,225,12,5.3,1.5,1950|3303|3416|4478|5305|5700|5701|5899|6923|7879|10399|11315,EGF|HSPA1A|IDE|MSN|PIP4K2A|PSMC1|PSMC2|RALB|ELOB|RAB7A|RACK1|PARK7,-1.1,down
Reactome Gene Sets,6,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,,-2.5,6.8,4.5,30284,79,225,4,1.8,0.88,7531|8766|10383|22919,YWHAE|RAB11A|TUBB4B|MAPRE1,-1.1,down
Reactome Gene Sets,6,R-HSA-9692914,SARS-CoV-1-host interactions,,-2.5,6.8,4.5,30284,79,225,4,1.8,0.88,7329|7531|7533|7534,UBE2I|YWHAE|YWHAH|YWHAZ,-1.1,down
KEGG Pathway,24,hsa00980,Metabolism of xenobiotics by cytochrome P450,,-2.5,6.8,4.5,30284,79,225,4,1.8,0.88,873|2950|8574|9446,CBR1|GSTP1|AKR7A2|GSTO1,-1.1,down
GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-2.5,3.4,3.7,30284,321,225,8,3.6,1.2,242|5530|5573|5715|6717|7879|10015|10059,ALOX12B|PPP3CA|PRKAR1A|PSMD9|SRI|RAB7A|PDCD6IP|DNM1L,-1.1,down
GO Biological Processes,19,GO:0031400,negative regulation of protein modification process,19_GO:0048519 negative regulation of biological process,-2.5,3.4,3.7,30284,321,225,8,3.6,1.2,1845|2950|3303|4067|5777|9647|10399|11315,DUSP3|GSTP1|HSPA1A|LYN|PTPN6|PPM1F|RACK1|PARK7,-1.1,down
GO Biological Processes,19,GO:0031175,neuron projection development,19_GO:0032502 developmental process,-2.5,2.4,3.4,30284,717,225,13,5.8,1.6,998|4067|4659|5530|6277|6469|7873|8440|8766|8997|10890|51560|91624,CDC42|LYN|PPP1R12A|PPP3CA|S100A6|SHH|MANF|NCK2|RAB11A|KALRN|RAB10|RAB6B|NEXN,-1.1,down
GO Biological Processes,19,GO:0043271,negative regulation of monoatomic ion transport,19_GO:0051179 localization,-2.5,5.2,4.1,30284,130,225,5,2.2,0.98,5530|6717|7531|9446|51719,PPP3CA|SRI|YWHAE|GSTO1|CAB39,-1.1,down
GO Biological Processes,19,GO:0050863,regulation of T cell activation,19_GO:0002376 immune system process,-2.5,3.1,3.6,30284,395,225,9,4,1.3,637|961|1845|4067|5530|5573|5777|6469|8440,BID|CD47|DUSP3|LYN|PPP3CA|PRKAR1A|PTPN6|SHH|NCK2,-1.1,down
GO Biological Processes,19,GO:0072657,protein localization to membrane,19_GO:0051179 localization,-2.5,2.9,3.5,30284,472,225,10,4.4,1.4,439|637|2316|7879|8766|10890|30845|50848|51560|130617,GET3|BID|FLNA|RAB7A|RAB11A|RAB10|EHD3|F11R|RAB6B|ZFAND2B,-1.1,down
KEGG Pathway,24,hsa04621,NOD-like receptor signaling pathway,,-2.5,4.3,3.9,30284,189,225,6,2.7,1.1,3326|5331|7295|7531|10059|643246,HSP90AB1|PLCB3|TXN|YWHAE|DNM1L|MAP1LC3B2,-1.1,down
Canonical Pathways,11,M223,PID BETA CATENIN NUC PATHWAY,,-2.5,6.7,4.4,30284,80,225,4,1.8,0.88,6500|7531|7533|7534,SKP1|YWHAE|YWHAH|YWHAZ,-1.1,down
GO Biological Processes,19,GO:0000045,autophagosome assembly,19_GO:0009987 cellular process,-2.5,6.7,4.4,30284,80,225,4,1.8,0.88,7879|55968|81876|643246,RAB7A|NSFL1C|RAB1B|MAP1LC3B2,-1.1,down
GO Biological Processes,19,GO:0061515,myeloid cell development,19_GO:0032502 developmental process,-2.5,6.7,4.4,30284,80,225,4,1.8,0.88,2316|5305|5777|80739,FLNA|PIP4K2A|PTPN6|MPIG6B,-1.1,down
GO Biological Processes,19,GO:0048284,organelle fusion,19_GO:0009987 cellular process,-2.5,5.1,4.1,30284,131,225,5,2.2,0.98,5305|7879|51552|51652|53916,PIP4K2A|RAB7A|RAB14|CHMP3|RAB4B,-1.1,down
GO Biological Processes,19,GO:0051261,protein depolymerization,19_GO:0009987 cellular process,-2.5,10,5.1,30284,39,225,3,1.3,0.76,3312|7429|11034,HSPA8|VIL1|DSTN,-1.1,down
GO Biological Processes,19,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0048518 positive regulation of biological process,-2.5,4.3,3.9,30284,190,225,6,2.7,1.1,998|1950|2876|5777|7295|11315,CDC42|EGF|GPX1|PTPN6|TXN|PARK7,-1.1,down
Reactome Gene Sets,6,R-HSA-69481,G2/M Checkpoints,,-2.5,5.1,4.1,30284,132,225,5,2.2,0.98,5700|5701|7531|7533|7534,PSMC1|PSMC2|YWHAE|YWHAH|YWHAZ,-1.1,down
WikiPathways,27,WP366,TGF beta signaling pathway,,-2.5,5.1,4.1,30284,132,225,5,2.2,0.98,998|3690|6500|7329|10131,CDC42|ITGB3|SKP1|UBE2I|TRAP1,-1.1,down
GO Biological Processes,19,GO:2000045,regulation of G1/S transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.5,4.2,3.9,30284,191,225,6,2.7,1.1,637|2273|5515|5720|5777|26060,BID|FHL1|PPP2CA|PSME1|PTPN6|APPL1,-1.1,down
KEGG Pathway,24,hsa00983,Drug metabolism - other enzymes,,-2.5,6.6,4.4,30284,81,225,4,1.8,0.88,1890|2950|9446|51727,TYMP|GSTP1|GSTO1|CMPK1,-1.1,down
Reactome Gene Sets,6,R-HSA-9664407,Parasite infection,,-2.5,10,5,30284,40,225,3,1.3,0.76,4627|10093|10096,MYH9|ARPC4|ACTR3,-1.1,down
GO Biological Processes,19,GO:0030866,cortical actin cytoskeleton organization,19_GO:0009987 cellular process,-2.5,10,5,30284,40,225,3,1.3,0.76,7094|7429|10015,TLN1|VIL1|PDCD6IP,-1.1,down
GO Biological Processes,19,GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0048519 negative regulation of biological process,-2.5,10,5,30284,40,225,3,1.3,0.76,3326|6469|11315,HSP90AB1|SHH|PARK7,-1.1,down
Reactome Gene Sets,6,R-HSA-9664422,FCGR3A-mediated phagocytosis,,-2.5,10,5,30284,40,225,3,1.3,0.76,4627|10093|10096,MYH9|ARPC4|ACTR3,-1.1,down
GO Biological Processes,19,GO:0051125,regulation of actin nucleation,19_GO:0050789 regulation of biological process,-2.5,10,5,30284,40,225,3,1.3,0.76,7429|9535|57175,VIL1|GMFG|CORO1B,-1.1,down
Reactome Gene Sets,6,R-HSA-9664417,Leishmania phagocytosis,,-2.5,10,5,30284,40,225,3,1.3,0.76,4627|10093|10096,MYH9|ARPC4|ACTR3,-1.1,down
KEGG Pathway,24,hsa04270,Vascular smooth muscle contraction,,-2.5,5,4,30284,134,225,5,2.2,0.98,4627|4637|4659|5331|10672,MYH9|MYL6|PPP1R12A|PLCB3|GNA13,-1.1,down
GO Biological Processes,19,GO:0007041,lysosomal transport,19_GO:0051179 localization,-2.5,5,4,30284,134,225,5,2.2,0.98,3303|3312|7879|30845|51652,HSPA1A|HSPA8|RAB7A|EHD3|CHMP3,-1.1,down
GO Biological Processes,19,GO:0043603,amide metabolic process,19_GO:0009987 cellular process,-2.5,3,3.5,30284,403,225,9,4,1.3,242|327|2876|2950|3029|3416|5973|9446|162417,ALOX12B|APEH|GPX1|GSTP1|HAGH|IDE|RENBP|GSTO1|NAGS,-1.1,down
GO Biological Processes,19,GO:0007033,vacuole organization,19_GO:0009987 cellular process,-2.5,4.2,3.8,30284,194,225,6,2.7,1.1,7879|51552|51652|55968|81876|643246,RAB7A|RAB14|CHMP3|NSFL1C|RAB1B|MAP1LC3B2,-1.1,down
GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-2.5,2.6,3.4,30284,562,225,11,4.9,1.4,1845|2010|3690|3987|7122|7429|8895|10399|26060|51552|57175,DUSP3|EMD|ITGB3|LIMS1|CLDN5|VIL1|CPNE3|RACK1|APPL1|RAB14|CORO1B,-1.1,down
GO Biological Processes,19,GO:0006446,regulation of translational initiation,19_GO:0050789 regulation of biological process,-2.5,6.5,4.3,30284,83,225,4,1.8,0.88,1975|6451|10605|28969,EIF4B|SH3BGRL|PAIP1|BZW2,-1.1,down
GO Biological Processes,19,GO:0051310,metaphase chromosome alignment,19_GO:0051179 localization,-2.5,6.5,4.3,30284,83,225,4,1.8,0.88,8766|10726|22919|51652,RAB11A|NUDC|MAPRE1|CHMP3,-1.1,down
Reactome Gene Sets,6,R-HSA-5610787,Hedgehog 'off' state,,-2.5,6.5,4.3,30284,83,225,4,1.8,0.88,5573|5700|5701|10383,PRKAR1A|PSMC1|PSMC2|TUBB4B,-1.1,down
GO Biological Processes,19,GO:0010762,regulation of fibroblast migration,19_GO:0040011 locomotion,-2.5,9.8,4.9,30284,41,225,3,1.3,0.76,3690|10672|26060,ITGB3|GNA13|APPL1,-1.1,down
Reactome Gene Sets,6,R-HSA-5387390,Hh mutants abrogate ligand secretion,,-2.5,9.8,4.9,30284,41,225,3,1.3,0.76,5700|5701|6469,PSMC1|PSMC2|SHH,-1.1,down
GO Biological Processes,19,GO:0007044,cell-substrate junction assembly,19_GO:0009987 cellular process,-2.5,9.8,4.9,30284,41,225,3,1.3,0.76,3655|3690|7094,ITGA6|ITGB3|TLN1,-1.1,down
GO Biological Processes,19,GO:0042743,hydrogen peroxide metabolic process,19_GO:0009987 cellular process,-2.5,9.8,4.9,30284,41,225,3,1.3,0.76,2876|7295|11315,GPX1|TXN|PARK7,-1.1,down
WikiPathways,27,WP4630,Measles virus infection,,-2.5,4.9,4,30284,136,225,5,2.2,0.98,637|3303|3312|4478|10399,BID|HSPA1A|HSPA8|MSN|RACK1,-1,down
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0009987 cellular process,-2.4,2.6,3.4,30284,566,225,11,4.9,1.4,998|2316|3655|3690|3987|5216|7094|7122|10015|26060|147381,CDC42|FLNA|ITGA6|ITGB3|LIMS1|PFN1|TLN1|CLDN5|PDCD6IP|APPL1|CBLN2,-1,down
KEGG Pathway,24,hsa05165,Human papillomavirus infection,,-2.4,3.2,3.5,30284,333,225,8,3.6,1.2,998|1950|3655|3674|3690|5315|5515|5700,CDC42|EGF|ITGA6|ITGA2B|ITGB3|PKM|PPP2CA|PSMC1,-1,down
GO Biological Processes,19,GO:0071466,cellular response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-2.4,4.1,3.8,30284,197,225,6,2.7,1.1,873|2950|3690|4659|9446|9647,CBR1|GSTP1|ITGB3|PPP1R12A|GSTO1|PPM1F,-1,down
WikiPathways,27,WP2380,Brain derived neurotrophic factor BDNF signaling,,-2.4,4.9,4,30284,137,225,5,2.2,0.98,998|5515|8440|8536|10399,CDC42|PPP2CA|NCK2|CAMK1|RACK1,-1,down
GO Biological Processes,19,GO:0072659,protein localization to plasma membrane,19_GO:0051179 localization,-2.4,4.1,3.8,30284,198,225,6,2.7,1.1,2316|7879|8766|10890|30845|50848,FLNA|RAB7A|RAB11A|RAB10|EHD3|F11R,-1,down
GO Biological Processes,19,GO:0099024,plasma membrane invagination,19_GO:0009987 cellular process,-2.4,9.6,4.8,30284,42,225,3,1.3,0.76,998|4627|51411,CDC42|MYH9|BIN2,-1,down
GO Biological Processes,19,GO:0045454,cell redox homeostasis,19_GO:0042592 homeostatic process,-2.4,9.6,4.8,30284,42,225,3,1.3,0.76,2876|7295|10539,GPX1|TXN|GLRX3,-1,down
GO Biological Processes,19,GO:0033627,cell adhesion mediated by integrin,19_GO:0009987 cellular process,-2.4,9.6,4.8,30284,42,225,3,1.3,0.76,3655|3674|3690,ITGA6|ITGA2B|ITGB3,-1,down
Reactome Gene Sets,6,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,,-2.4,6.3,4.3,30284,85,225,4,1.8,0.88,3937|5700|5701|10235,LCP2|PSMC1|PSMC2|RASGRP2,-1,down
GO Biological Processes,19,GO:0008037,cell recognition,19_GO:0009987 cellular process,-2.4,4.9,3.9,30284,138,225,5,2.2,0.98,4478|7203|7534|8440|91624,MSN|CCT3|YWHAZ|NCK2|NEXN,-1,down
KEGG Pathway,24,hsa05135,Yersinia infection,,-2.4,4.9,3.9,30284,138,225,5,2.2,0.98,998|3937|7456|10093|10096,CDC42|LCP2|WIPF1|ARPC4|ACTR3,-1,down
GO Biological Processes,19,GO:1903530,regulation of secretion by cell,19_GO:0051179 localization,-2.4,2.6,3.3,30284,571,225,11,4.9,1.4,4067|5530|5573|5715|6717|6813|7879|10015|10059|23011|26509,LYN|PPP3CA|PRKAR1A|PSMD9|SRI|STXBP2|RAB7A|PDCD6IP|DNM1L|RAB21|MYOF,-1,down
GO Biological Processes,19,GO:0022409,positive regulation of cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-2.4,3.2,3.5,30284,337,225,8,3.6,1.2,961|4067|5345|5530|5777|6469|8440|50848,CD47|LYN|SERPINF2|PPP3CA|PTPN6|SHH|NCK2|F11R,-1,down
GO Biological Processes,19,GO:0008360,regulation of cell shape,19_GO:0032502 developmental process,-2.4,4.8,3.9,30284,139,225,5,2.2,0.98,4478|4627|7429|10672|50848,MSN|MYH9|VIL1|GNA13|F11R,-1,down
Reactome Gene Sets,6,R-HSA-199977,ER to Golgi Anterograde Transport,,-2.4,4.8,3.9,30284,139,225,5,2.2,0.98,377|381|10383|27095|81876,ARF3|ARF5|TUBB4B|TRAPPC3|RAB1B,-1,down
KEGG Pathway,24,hsa05162,Measles,,-2.4,4.8,3.9,30284,139,225,5,2.2,0.98,637|3303|3312|4478|10399,BID|HSPA1A|HSPA8|MSN|RACK1,-1,down
KEGG Pathway,24,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,,-2.4,6.3,4.2,30284,86,225,4,1.8,0.88,2010|3655|3674|3690,EMD|ITGA6|ITGA2B|ITGB3,-1,down
GO Biological Processes,19,GO:0009124,nucleoside monophosphate biosynthetic process,19_GO:0009987 cellular process,-2.4,9.4,4.8,30284,43,225,3,1.3,0.76,271|353|51727,AMPD2|APRT|CMPK1,-1,down
GO Biological Processes,19,GO:0150115,cell-substrate junction organization,19_GO:0009987 cellular process,-2.4,9.4,4.8,30284,43,225,3,1.3,0.76,3655|3690|7094,ITGA6|ITGB3|TLN1,-1,down
WikiPathways,27,WP4172,PI3K Akt signaling,,-2.4,3.2,3.5,30284,339,225,8,3.6,1.2,1950|1975|2782|3326|3655|3674|3690|5515,EGF|EIF4B|GNB1|HSP90AB1|ITGA6|ITGA2B|ITGB3|PPP2CA,-1,down
